location,Chennai,Chennai,Chennai,Chennai,Chennai,Chennai
20211013T1600,31.1662,0.0,65.0,1003.2,8.473393,7.5599995
20211013T1700,30.3362,0.0,69.0,1004.0,8.28,6.8399997
20211013T1800,29.4762,0.0,72.0,1004.6,11.620809,8.64
20211013T1900,29.3762,0.2,73.0,1005.7,8.39657,7.5599995
20211013T2000,29.3562,0.0,73.0,1006.1,7.2,6.12
20211013T2100,29.3862,0.3,73.0,1006.4,6.193674,5.3999996
20211013T2200,29.0762,0.4,75.0,1006.1,6.849467,9.0
20211013T2300,28.6362,0.0,79.0,1005.7,10.086427,14.04
20200930T0000,27.7062,0.2,89.0,1005.7,4.510787,13.32
20200930T0100,27.4162,0.0,90.0,1004.8,2.2768397,9.0
20200930T0200,27.1462,0.0,91.0,1004.0,0.8049845,6.4799995
20200930T0300,26.8362,0.0,91.0,1003.3,2.8116899,6.12
20200930T0400,26.676199,1.9,92.0,1004.1,5.6002855,8.28
20200930T0500,26.4962,1.6,94.0,1004.6,8.404285,11.5199995
20200930T0600,26.4362,0.2,92.0,1005.1,9.178235,13.679999
20200930T0700,26.6962,0.0,90.0,1006.1,10.703569,14.4
20200930T0800,26.9862,0.7,90.0,1006.9,11.457958,15.119999
20200930T0900,27.3262,0.6,88.0,1007.6,10.587918,16.56
20200930T1000,27.4462,1.2,86.0,1006.9,10.483357,16.56
20200930T1100,27.5662,1.0,81.0,1006.0,11.304229,15.84
20200930T1200,27.7762,0.0,80.0,1004.9,11.159999,15.119999
20200930T1300,28.1162,0.0,79.0,1003.8,12.57426,18.72
20200930T1400,28.3762,0.0,79.0,1003.3,13.32,18.359999
20200930T1500,28.5862,0.0,78.0,1002.8,12.0694,17.64
20200930T1600,28.7662,0.0,77.0,1003.3,9.178235,16.56
20200930T1700,30.5562,0.0,65.0,1003.0,8.942214,16.199999
20200930T1800,29.9862,0.0,68.0,1003.7,8.373386,15.4800005
20200930T1900,29.5062,0.0,71.0,1004.6,9.0,16.199999
20200930T2000,29.1362,0.0,74.0,1005.2,9.255571,15.119999
20200930T2100,28.8862,0.0,77.0,1005.7,9.504273,15.4800005
20200930T2200,28.6262,0.0,79.0,1005.6,7.653705,14.4
20200930T2300,28.7562,0.0,75.0,1005.5,6.924738,15.4800005
20201001T0000,28.346199,0.1,72.0,1005.8,12.849528,19.8
20201001T0100,26.4662,0.5,78.0,1005.2,15.484185,26.64
20201001T0200,25.3962,0.2,82.0,1004.0,16.595179,26.64
20201001T0300,25.6362,0.0,80.0,1003.3,15.782622,23.759998
20201001T0400,25.9662,0.0,81.0,1003.9,14.565548,21.599998
20201001T0500,25.9962,0.0,86.0,1004.7,11.808878,19.08
20201001T0600,26.2062,0.0,88.0,1005.4,7.2805495,17.28
20201001T0700,27.0762,0.0,83.0,1006.4,7.289445,21.599998
20201001T0800,27.5862,0.0,77.0,1007.0,11.212135,22.68
20201001T0900,27.9362,0.0,70.0,1007.2,16.375053,24.48
20201001T1000,29.5162,0.0,62.0,1006.4,21.67786,29.16
20201001T1100,30.7262,0.0,59.0,1005.4,23.051247,23.759998
20201001T1200,31.9662,0.0,56.0,1004.6,18.668005,21.24
20201001T1300,32.096203,0.5,55.0,1003.6,15.192682,18.359999
20201001T1400,32.7662,0.3,53.0,1002.9,14.654254,17.28
20201001T1500,31.3362,0.0,56.0,1002.7,13.089354,16.56
20201001T1600,31.7262,0.0,54.0,1003.2,9.085988,13.32
20201001T1700,32.9262,0.0,49.0,1003.4,11.200571,20.519999
20201001T1800,32.076202,0.0,51.0,1004.0,8.161764,14.04
20201001T1900,31.4062,0.0,55.0,1005.0,5.991594,12.959999
20201001T2000,30.7562,0.0,58.0,1005.6,5.6920996,14.04
20201001T2100,30.0462,0.0,61.0,1006.4,5.5887027,14.4
20201001T2200,29.3262,0.0,64.0,1006.1,6.9527545,16.199999
20201001T2300,28.7862,0.0,65.0,1005.7,6.6185193,9.72
20201002T0000,28.3962,0.0,66.0,1005.4,6.162207,8.28
20201002T0100,28.0062,0.0,67.0,1004.7,6.5693827,11.159999
20201002T0200,27.7662,0.0,67.0,1004.5,6.763786,9.72
20201002T0300,27.4662,0.0,68.0,1004.3,7.653705,14.759999
20201002T0400,27.1062,0.0,70.0,1004.6,8.942214,13.32
20201002T0500,26.846199,0.0,73.0,1005.2,10.1887,14.759999
20201002T0600,27.0662,0.0,74.0,1005.3,10.948973,14.759999
20201002T0700,28.0762,0.0,72.0,1005.9,12.096214,16.199999
20201002T0800,30.6362,0.0,62.0,1006.6,12.24,16.199999
20201002T0900,32.866203,0.0,54.0,1006.8,9.0,13.32
20201002T1000,33.8162,0.0,49.0,1006.0,9.449572,15.119999
20201002T1100,34.686203,0.0,44.0,1005.2,8.587338,15.84
20201002T1200,35.2662,0.0,42.0,1004.5,5.4833565,13.679999
20201002T1300,35.366203,0.0,42.0,1003.6,1.8,12.24
20201002T1400,35.276203,0.0,43.0,1003.1,2.3051248,10.440001
20201002T1500,34.5862,0.3,45.0,1002.6,6.2145634,10.08
20201002T1600,34.206203,0.3,46.0,1003.0,10.086427,14.04
20201002T1700,30.9362,0.0,70.0,1003.4,19.483284,18.359999
20201002T1800,29.5562,0.0,77.0,1003.8,18.448023,19.08
20201002T1900,29.1462,0.0,78.0,1004.5,18.36353,19.08
20201002T2000,29.0362,0.0,78.0,1005.2,18.374111,17.64
20201002T2100,28.9062,0.0,78.0,1005.9,18.448023,21.24
20201002T2200,28.676199,0.0,81.0,1005.8,16.595179,19.08
20201002T2300,28.4162,0.0,84.0,1005.5,14.458382,14.759999
20201003T0000,28.176199,0.0,86.0,1005.3,12.904882,14.759999
20201003T0100,28.1162,0.3,89.0,1004.6,12.074766,14.04
20201003T0200,27.8762,0.5,92.0,1004.4,12.594856,14.759999
20201003T0300,27.8062,0.0,88.0,1004.2,12.538134,15.84
20201003T0400,27.6862,0.0,83.0,1004.5,12.475961,21.599998
20201003T0500,27.7462,0.0,78.0,1004.9,13.830749,14.759999
20201003T0600,27.9462,0.0,76.0,1005.3,14.386494,14.759999
20201003T0700,30.0162,0.0,66.0,1006.2,15.716793,18.0
20201003T0800,31.4962,0.0,58.0,1006.7,16.62249,17.28
20201003T0900,32.7862,0.0,54.0,1007.1,14.081478,17.28
20201003T1000,33.916203,0.0,51.0,1006.4,12.224107,16.919998
20201003T1100,34.7862,0.0,45.0,1005.8,10.931203,14.04
20201003T1200,35.296204,0.0,42.0,1005.3,10.829959,14.759999
20201003T1300,35.6562,0.0,40.0,1004.2,9.885262,15.119999
20201003T1400,35.986202,0.0,38.0,1003.5,7.92,14.4
20201003T1500,35.956203,0.0,38.0,1003.0,7.628263,14.04
20201003T1600,35.5662,0.0,38.0,1003.3,9.504272,15.119999
20201003T1700,35.546204,0.0,38.0,1003.9,2.5959969,11.5199995
20201003T1800,34.9262,0.0,41.0,1004.7,6.162207,11.5199995
20201003T1900,33.7662,0.0,48.0,1005.4,9.0645685,12.24
20201003T2000,32.436203,0.0,57.0,1006.0,10.587917,15.119999
20201003T2100,31.3662,0.0,65.0,1006.5,10.315115,15.119999
20201003T2200,30.7062,0.0,69.0,1006.5,9.793059,14.04
20201003T2300,30.2562,0.0,70.0,1006.4,9.686609,13.32
20201004T0000,29.9062,0.0,70.0,1006.2,9.422101,12.959999
20201004T0100,29.7962,0.0,68.0,1005.3,10.703569,14.04
20201004T0200,29.6062,0.0,62.0,1005.2,14.118243,17.64
20201004T0300,28.5262,0.0,64.0,1004.9,16.039202,17.28
20201004T0400,27.8662,0.0,66.0,1005.4,17.651016,18.72
20201004T0500,27.5262,0.0,66.0,1005.7,18.03237,24.119999
20201004T0600,27.4462,0.0,66.0,1006.0,18.359999,19.44
20201004T0700,28.5462,0.0,63.0,1006.8,18.844202,26.28
20201004T0800,30.2362,0.0,58.0,1007.6,19.191748,25.199999
20201004T0900,32.206203,0.0,52.0,1008.0,17.174677,21.24
20201004T1000,33.866203,0.0,47.0,1007.3,17.654688,21.24
20201004T1100,34.796204,0.0,45.0,1006.5,18.584509,21.96
20201004T1200,34.646202,0.4,45.0,1005.9,16.595179,21.599998
20201004T1300,35.0362,0.4,44.0,1004.6,15.277749,19.44
20201004T1400,34.9762,0.3,43.0,1003.9,12.783802,19.44
20201004T1500,35.3362,0.0,42.0,1003.4,9.220499,16.199999
20201004T1600,34.0362,0.4,48.0,1004.0,3.8773184,12.959999
20201004T1700,31.2762,0.0,64.0,1005.1,12.096214,20.880001
20201004T1800,29.3862,0.0,76.0,1005.9,15.496736,22.68
20201004T1900,28.5362,0.0,81.0,1006.8,16.645864,23.039999
20201004T2000,28.3662,0.0,81.0,1007.2,16.343367,22.319998
20201004T2100,28.3162,0.0,80.0,1007.5,15.905319,21.24
20201004T2200,28.2162,0.0,80.0,1007.2,15.683776,21.24
20201004T2300,27.9062,0.0,85.0,1006.9,15.484185,21.599998
20201005T0000,27.4662,0.0,90.0,1006.6,15.496736,17.28
20201005T0100,27.1162,0.0,91.0,1005.6,13.755579,16.199999
20201005T0200,26.9462,0.0,90.0,1005.2,13.479583,15.119999
20201005T0300,26.8862,0.0,84.0,1005.0,13.527572,14.759999
20201005T0400,26.9862,0.0,78.0,1005.3,13.708391,15.119999
20201005T0500,26.8062,0.0,76.0,1005.9,12.758432,14.759999
20201005T0600,26.6562,0.0,75.0,1006.4,11.304229,15.119999
20201005T0700,28.0762,0.0,68.0,1007.1,12.620554,15.4800005
20201005T0800,30.0562,0.0,59.0,1007.5,13.37825,17.64
20201005T0900,32.256203,0.0,51.0,1007.7,12.979984,18.0
20201005T1000,34.1562,0.0,46.0,1006.7,12.031756,16.56
20201005T1100,35.5662,0.0,43.0,1005.7,9.449572,12.959999
20201005T1200,36.4962,0.0,40.0,1004.9,7.2,15.84
20201005T1300,35.9062,0.0,40.0,1003.9,7.386582,10.799999
20201005T1400,35.1262,0.2,45.0,1003.4,6.4799995,9.72
20201005T1500,34.7662,0.0,48.0,1002.9,8.404285,8.64
20201005T1600,33.986202,0.0,51.0,1003.5,11.113451,11.5199995
20201005T1700,33.9462,0.0,48.0,1003.9,7.24486,10.440001
20201005T1800,31.6262,0.0,60.0,1004.5,14.241629,16.56
20201005T1900,29.7662,0.0,70.0,1005.4,16.454008,19.44
20201005T2000,28.676199,0.0,78.0,1005.9,15.188415,14.4
20201005T2100,28.3762,0.0,81.0,1006.4,12.964998,14.04
20201005T2200,28.2162,0.0,81.0,1006.4,12.371645,14.4
20201005T2300,27.9562,0.0,81.0,1006.3,14.332341,17.28
20201006T0000,27.5862,0.0,83.0,1006.2,15.827721,18.359999
20201006T0100,27.1962,0.0,86.0,1005.3,16.311613,17.64
20201006T0200,27.0062,0.0,87.0,1004.8,16.1198,18.0
20201006T0300,26.8162,0.0,87.0,1004.5,16.09969,15.84
20201006T0400,26.5562,0.0,90.0,1005.2,15.315873,22.68
20201006T0500,26.3262,0.0,91.0,1005.9,13.684735,14.759999
20201006T0600,26.3862,0.0,89.0,1006.6,13.513193,12.959999
20201006T0700,28.2362,0.0,76.0,1007.7,14.904173,14.4
20201006T0800,30.6462,0.0,64.0,1008.1,13.363711,12.24
20201006T0900,32.7262,0.0,55.0,1008.2,7.968939,10.799999
20201006T1000,34.236202,0.0,49.0,1007.2,4.73506,9.72
20201006T1100,35.2462,0.0,42.0,1006.3,3.0758414,9.0
20201006T1200,35.796204,0.0,41.0,1005.7,1.484318,6.8399997
20201006T1300,35.6062,0.0,41.0,1004.5,3.7585104,5.7599998
20201006T1400,36.096203,0.0,40.0,1003.5,7.754637,7.2
20201006T1500,35.736202,0.0,43.0,1002.8,13.363711,12.24
20201006T1600,33.796204,0.0,55.0,1003.4,19.319628,18.359999
20201006T1700,30.7162,0.0,68.0,1004.2,20.771093,14.759999
20201006T1800,29.5362,0.0,75.0,1004.7,19.469975,16.199999
20201006T1900,29.0662,0.0,78.0,1005.6,18.709612,19.08
20201006T2000,28.6662,0.0,82.0,1006.3,18.448023,20.880001
20201006T2100,28.4562,0.0,83.0,1007.1,17.673029,19.44
20201006T2200,28.2862,0.0,83.0,1007.1,16.923828,20.880001
20201006T2300,28.1062,0.0,83.0,1007.1,17.339897,19.44
20201007T0000,27.926199,0.0,83.0,1007.1,18.64369,18.72
20201007T0100,27.7562,0.0,82.0,1006.5,18.430452,17.64
20201007T0200,27.6562,0.0,80.0,1006.1,18.511143,19.08
20201007T0300,27.5062,0.0,80.0,1005.9,18.709612,18.0
20201007T0400,27.3562,0.0,81.0,1006.6,19.562946,18.72
20201007T0500,27.176199,0.0,82.0,1007.1,20.082708,17.64
20201007T0600,27.2662,0.0,82.0,1007.2,19.721298,16.199999
20201007T0700,28.676199,0.0,75.0,1008.1,21.2522,18.72
20201007T0800,30.2462,0.0,69.0,1008.9,17.595861,15.84
20201007T0900,32.056202,0.0,61.0,1009.3,9.1641035,9.72
20201007T1000,33.4762,0.0,55.0,1008.1,3.319036,6.4799995
20201007T1100,34.556202,0.0,47.0,1007.0,2.0991426,8.28
20201007T1200,35.3562,0.0,43.0,1006.0,1.835647,7.2
20201007T1300,35.596203,0.0,43.0,1004.9,5.1165614,6.4799995
20201007T1400,35.3362,0.0,45.0,1004.2,11.304229,10.440001
20201007T1500,34.056202,0.0,54.0,1003.7,18.359999,16.56
20201007T1600,32.1962,0.0,64.0,1004.3,21.794127,20.880001
20201007T1700,30.9762,0.0,64.0,1004.9,17.782686,12.599999
20201007T1800,30.096199,0.0,68.0,1005.5,16.267857,10.799999
20201007T1900,29.596199,0.0,72.0,1006.2,14.799459,13.679999
20201007T2000,29.2262,0.0,74.0,1006.9,13.358861,16.56
20201007T2100,28.926199,0.0,78.0,1007.6,11.525623,9.36
20201007T2200,28.676199,0.0,80.0,1007.7,10.483357,9.36
20201007T2300,28.4462,0.0,81.0,1007.8,9.904906,9.72
20201008T0000,28.176199,0.0,83.0,1007.7,10.308831,10.440001
20201008T0100,27.8362,0.0,87.0,1007.0,10.1376915,11.159999
20201008T0200,27.7462,0.0,89.0,1006.5,10.08,10.799999
20201008T0300,27.7362,0.0,90.0,1006.2,9.007196,8.28
20201008T0400,27.6562,0.0,88.0,1006.9,12.57426,12.24
20201008T0500,27.2862,1.4,83.0,1007.8,20.345573,19.44
20201008T0600,27.0562,0.0,80.0,1008.1,19.08,19.44
20201008T0700,27.8962,0.0,77.0,1008.5,19.881649,20.16
20201008T0800,29.4062,0.0,70.0,1008.8,20.364674,18.359999
20201008T0900,30.676199,0.0,63.0,1009.3,18.0,15.4800005
20201008T1000,31.7262,0.0,60.0,1008.3,18.806337,15.84
20201008T1100,32.296204,0.0,58.0,1007.5,19.523155,15.119999
20201008T1200,32.7262,0.0,55.0,1007.0,20.633371,15.84
20201008T1300,32.7862,0.0,55.0,1006.1,20.833395,15.119999
20201008T1400,32.526203,0.0,57.0,1005.6,21.129883,15.4800005
20201008T1500,31.8762,0.0,61.0,1005.0,22.35481,19.44
20201008T1600,30.8662,0.0,67.0,1005.4,23.241617,20.880001
20201008T1700,30.6262,0.0,70.0,1005.3,14.021525,12.24
20201008T1800,29.5662,0.0,75.0,1006.1,14.021525,11.879999
20201008T1900,29.1462,0.0,78.0,1007.2,14.255272,11.879999
20201008T2000,28.8062,0.0,81.0,1007.9,16.548256,14.04
20201008T2100,28.6062,0.0,83.0,1008.5,20.371038,16.919998
20201008T2200,28.1362,2.4,83.0,1008.4,21.868332,20.519999
20201008T2300,27.7962,0.2,82.0,1007.8,19.161337,18.359999
20201009T0000,27.6462,0.0,83.0,1007.9,19.592731,14.759999
20201009T0100,27.6062,0.0,81.0,1007.6,18.511143,14.04
20201009T0200,27.2862,0.0,81.0,1007.3,18.057508,16.199999
20201009T0300,26.9362,0.0,83.0,1007.1,16.563911,21.24
20201009T0400,26.7362,0.0,84.0,1007.6,16.923828,12.959999
20201009T0500,26.5462,0.0,85.0,1008.0,16.923828,14.759999
20201009T0600,26.7262,0.0,84.0,1008.3,15.517629,20.16
20201009T0700,28.0462,0.0,77.0,1009.2,16.62249,14.759999
20201009T0800,29.2662,0.0,71.0,1009.9,16.919998,18.0
20201009T0900,28.7262,0.1,72.0,1010.6,17.015474,16.199999
20201009T1000,30.3762,0.0,65.0,1009.8,16.700275,13.679999
20201009T1100,31.0762,0.0,61.0,1009.0,16.394829,14.04
20201009T1200,31.8362,0.0,59.0,1008.3,16.343367,14.04
20201009T1300,31.8362,0.0,57.0,1007.3,15.546833,11.5199995
20201009T1400,31.8962,0.0,56.0,1006.6,14.759999,10.08
20201009T1500,31.7762,0.1,56.0,1006.0,14.044615,9.72
20201009T1600,31.6962,0.0,57.0,1006.0,14.77755,13.32
20201009T1700,29.2562,0.0,76.0,1006.4,14.693999,10.440001
20201009T1800,28.4762,0.0,83.0,1006.9,14.386494,10.08
20201009T1900,28.2362,0.0,85.0,1007.8,13.584932,9.36
20201009T2000,28.0562,0.0,86.0,1008.5,11.923557,8.28
20201009T2100,28.0262,0.0,87.0,1009.0,10.805998,7.5599995
20201009T2200,27.7762,0.0,90.0,1008.6,8.942214,6.12
20201009T2300,27.8762,1.1,90.0,1008.3,9.983106,7.2
20201010T0000,27.5162,2.6,84.0,1007.9,11.709688,9.72
20201010T0100,27.0762,0.3,83.0,1007.0,10.948973,9.36
20201010T0200,26.846199,0.0,83.0,1006.5,9.504273,6.12
20201010T0300,26.5862,0.0,84.0,1006.1,9.565437,5.3999996
20201010T0400,26.3962,0.0,85.0,1006.6,10.390226,6.8399997
20201010T0500,26.2462,0.0,87.0,1006.9,11.609651,9.36
20201010T0600,26.5162,0.0,86.0,1007.0,13.324863,10.08
20201010T0700,28.0362,0.0,79.0,1007.6,14.417988,12.24
20201010T0800,28.9662,0.0,74.0,1008.3,9.531505,8.64
20201010T0900,29.3162,0.3,70.0,1009.0,6.379216,7.5599995
20201010T1000,29.6262,0.1,68.0,1008.3,3.7585104,6.8399997
20201010T1100,30.1962,0.1,66.0,1007.5,3.6179552,6.4799995
20201010T1200,29.4562,0.3,68.0,1006.8,3.6179552,6.12
20201010T1300,29.9562,0.1,66.0,1005.9,2.5455842,5.3999996
20201010T1400,29.6562,0.1,67.0,1005.4,2.0364676,5.3999996
20201010T1500,29.5662,0.3,67.0,1005.1,2.5455842,7.2
20201010T1600,29.4462,0.4,67.0,1005.6,3.396233,8.28
20201010T1700,28.6462,0.5,75.0,1005.6,10.464797,7.92
20201010T1800,28.1962,0.0,78.0,1006.1,9.585739,6.4799995
20201010T1900,27.9762,0.0,79.0,1007.0,10.086427,6.8399997
20201010T2000,27.3662,0.0,84.0,1007.4,11.966954,9.0
20201010T2100,26.9862,0.0,86.0,1007.7,12.387348,12.959999
20201010T2200,26.7062,0.0,86.0,1007.2,10.948973,11.879999
20201010T2300,26.5362,0.0,87.0,1006.7,9.793058,10.799999
20201011T0000,26.4062,0.0,87.0,1006.2,8.669949,9.72
20201011T0100,26.2762,0.0,88.0,1005.5,8.311245,10.440001
20201011T0200,26.1562,0.0,89.0,1004.9,9.83268,12.24
20201011T0300,26.0362,0.0,91.0,1004.4,11.183201,16.56
20201011T0400,25.8962,0.0,92.0,1004.5,13.004922,19.08
20201011T0500,25.7362,0.0,93.0,1004.6,13.324863,20.16
20201011T0600,25.7862,0.3,92.0,1004.8,14.168641,20.519999
20201011T0700,26.9462,0.0,84.0,1005.6,15.978484,20.519999
20201011T0800,28.3362,0.0,77.0,1006.3,16.279802,19.44
20201011T0900,29.3762,0.1,74.0,1006.6,14.05845,17.64
20201011T1000,29.0262,2.0,74.0,1006.0,15.827721,19.44
20201011T1100,28.926199,1.7,73.0,1005.3,16.595179,20.880001
20201011T1200,29.1962,1.3,71.0,1004.5,16.08761,21.24
20201011T1300,29.096199,2.0,73.0,1003.6,18.193361,22.319998
20201011T1400,28.596199,2.8,78.0,1003.2,21.2522,23.039999
20201011T1500,27.7962,3.3,83.0,1002.8,21.316135,21.599998
20201011T1600,27.3662,3.0,84.0,1003.3,20.240196,19.8
20201011T1700,28.2962,0.0,68.0,1003.2,18.25026,29.88
20201011T1800,27.7962,0.0,70.0,1003.6,15.379206,26.64
20201011T1900,27.7262,0.0,71.0,1004.3,15.315873,23.759998
20201011T2000,27.6362,0.0,71.0,1004.7,14.904173,23.759998
20201011T2100,27.5062,0.0,72.0,1005.1,12.4811535,19.8
20201011T2200,27.2662,0.0,74.0,1004.9,11.753877,24.48
20201011T2300,27.0462,0.0,76.0,1004.6,9.83268,18.0
20201012T0000,26.8362,0.0,78.0,1004.3,8.891344,15.4800005
20201012T0100,26.5062,0.0,80.0,1003.4,8.427383,18.359999
20201012T0200,26.2862,0.0,81.0,1003.0,7.42159,16.919998
20201012T0300,26.1662,0.0,82.0,1002.8,7.5685663,16.919998
20201012T0400,26.1562,0.0,83.0,1003.6,7.2,11.879999
20201012T0500,26.0362,0.0,84.0,1004.0,8.311245,13.32
20201012T0600,26.0162,0.0,84.0,1004.3,9.0645685,19.8
20201012T0700,27.0462,0.0,78.0,1004.9,8.669949,18.359999
20201012T0800,27.9462,0.0,74.0,1005.5,7.9932976,19.08
20201012T0900,28.8262,0.0,69.0,1005.9,8.209263,17.64
20201012T1000,29.426199,0.0,65.0,1005.2,9.565437,20.519999
20201012T1100,29.8962,0.0,63.0,1004.5,11.177405,18.72
20201012T1200,29.926199,0.0,63.0,1003.9,12.0694,19.44
20201012T1300,30.9862,0.0,60.0,1003.0,13.527572,20.16
20201012T1400,30.2862,0.0,61.0,1002.5,15.509274,21.24
20201012T1500,30.4062,0.0,61.0,1002.0,16.595179,22.319998
20201012T1600,30.426199,0.0,61.0,1002.2,14.145756,19.8
20201012T1700,27.8262,0.3,79.0,1002.1,5.3999996,10.08
20201012T1800,27.8362,0.0,79.0,1002.5,4.3349743,13.32
20201012T1900,27.8362,0.0,80.0,1002.8,4.0249224,12.24
20201012T2000,27.7762,0.0,81.0,1003.0,4.6938252,12.959999
20201012T2100,27.8562,0.0,83.0,1003.4,6.924738,16.199999
20201012T2200,28.096199,0.0,82.0,1002.8,8.287822,18.359999
20201012T2300,27.7262,0.0,81.0,1002.5,10.948973,23.759998
20201013T0000,27.676199,0.0,76.0,1002.3,13.779114,24.84
20201013T0100,27.0862,0.0,76.0,1001.5,14.707222,24.84
20201013T0200,26.4862,0.0,79.0,1001.2,13.905509,25.919998
20201013T0300,26.096199,0.0,81.0,1000.8,12.979984,19.08
20201013T0400,25.846199,0.0,82.0,1001.4,11.726277,17.64
20201013T0500,25.5562,0.0,84.0,1001.8,11.726277,21.599998
20201013T0600,25.6062,0.0,84.0,1002.3,12.074766,16.56
20201013T0700,27.3262,0.0,77.0,1003.2,14.8257065,21.24
20201013T0800,29.4362,0.0,67.0,1003.8,16.746773,21.96
20201013T0900,30.7862,0.0,60.0,1004.2,16.862455,24.119999
20201013T1000,31.7362,0.0,57.0,1003.4,16.299694,25.56
20201013T1100,31.176199,0.0,58.0,1003.0,15.546833,21.96
20201013T1200,31.0562,0.0,58.0,1002.4,15.941944,22.68
20201013T1300,31.0262,0.0,58.0,1001.5,17.227419,24.48
20201013T1400,32.096203,0.0,55.0,1000.9,18.59845,26.64
20201013T1500,31.3262,0.0,57.0,1000.3,18.331741,27.72
20201013T1600,31.2862,0.0,56.0,1000.7,17.727943,27.0
20201013T1700,31.8762,0.0,55.0,1000.5,18.671474,27.72
