location,Chennai,Chennai,Chennai,Chennai,Chennai,Chennai
20201013T1800,31.0662,0.0,58.0,1001.3,14.658676,24.84
20201013T1900,30.6362,0.0,59.0,1002.2,14.168641,24.119999
20201013T2000,30.1462,0.0,61.0,1002.7,12.599998,23.759998
20201013T2100,29.7362,0.0,63.0,1003.2,12.768586,22.68
20201013T2200,29.8162,0.0,62.0,1002.9,15.9134655,25.199999
20201013T2300,29.5262,0.0,64.0,1002.6,17.786331,26.64
20190930T0000,26.2162,0.0,88.0,1013.3,9.957108,8.28
20190930T0100,26.2262,0.0,88.0,1012.5,9.504272,8.64
20190930T0200,26.3262,0.0,87.0,1012.0,8.854829,8.28
20190930T0300,26.2862,0.0,85.0,1011.4,9.178235,9.0
20190930T0400,26.2462,0.0,85.0,1011.8,9.746631,10.440001
20190930T0500,25.9362,0.0,85.0,1012.2,10.105681,10.440001
20190930T0600,26.1362,0.0,85.0,1012.7,10.08,11.159999
20190930T0700,26.926199,0.0,81.0,1013.6,9.36,12.599999
20190930T0800,27.8562,0.0,77.0,1014.2,8.64,10.08
20190930T0900,28.7862,0.0,72.0,1014.7,9.826088,11.159999
20190930T1000,29.4562,0.0,69.0,1014.0,11.177405,12.24
20190930T1100,29.9962,0.0,66.0,1013.2,13.37825,12.959999
20190930T1200,30.1962,0.0,66.0,1012.3,15.141414,14.4
20190930T1300,30.1062,0.0,67.0,1011.0,16.179987,15.4800005
20190930T1400,29.8362,0.0,69.0,1010.1,16.279802,15.119999
20190930T1500,29.346199,0.0,71.0,1009.5,15.986593,15.4800005
20190930T1600,28.7462,0.0,72.0,1009.9,16.179987,15.119999
20190930T1700,28.0362,0.0,76.0,1010.4,16.1198,17.64
20190930T1800,27.3262,0.0,80.0,1010.9,14.917212,18.0
20190930T1900,26.9962,0.0,83.0,1011.9,14.145756,18.72
20190930T2000,26.7362,0.0,85.0,1012.4,13.493999,18.0
20190930T2100,26.5162,0.0,86.0,1012.9,12.620554,16.199999
20190930T2200,26.2962,0.0,87.0,1012.9,13.679999,15.119999
20190930T2300,26.096199,0.0,88.0,1012.7,13.698934,14.759999
20191001T0000,25.846199,0.0,89.0,1012.4,12.371645,14.04
20191001T0100,25.5062,0.0,90.0,1011.6,12.074766,16.199999
20191001T0200,25.1862,0.0,92.0,1011.2,12.661564,18.72
20191001T0300,24.7862,0.0,93.0,1010.7,12.10157,18.359999
20191001T0400,24.4662,0.0,93.0,1011.1,11.113451,17.64
20191001T0500,24.2262,0.0,93.0,1011.6,11.298495,18.72
20191001T0600,24.2662,0.0,92.0,1011.8,11.435313,18.0
20191001T0700,25.8262,0.0,83.0,1012.5,12.181624,16.199999
20191001T0800,27.6062,0.0,73.0,1012.8,11.681987,14.04
20191001T0900,28.9662,0.0,70.0,1013.0,11.525623,10.440001
20191001T1000,29.9562,0.0,67.0,1012.3,11.525623,10.440001
20191001T1100,30.6962,0.0,67.0,1011.7,12.0694,10.799999
20191001T1200,31.0662,0.0,66.0,1011.0,14.007655,11.879999
20191001T1300,31.0562,0.0,66.0,1010.0,15.141414,12.24
20191001T1400,30.7562,0.0,67.0,1009.2,15.807239,12.24
20191001T1500,30.1662,0.0,70.0,1008.7,15.683774,13.32
20191001T1600,29.3562,0.0,72.0,1009.1,16.981165,14.4
20191001T1700,28.2262,0.0,77.0,1009.3,17.22742,17.28
20191001T1800,27.4962,0.0,80.0,1009.9,15.941944,16.199999
20191001T1900,27.2662,0.0,83.0,1010.9,14.986553,15.119999
20191001T2000,27.1062,0.0,85.0,1011.6,14.182355,19.44
20191001T2100,26.9962,0.0,86.0,1012.3,14.168641,14.759999
20191001T2200,26.8362,0.0,87.0,1012.2,14.007655,14.4
20191001T2300,26.6862,0.0,88.0,1012.2,13.905509,10.440001
20191002T0000,26.5662,0.0,89.0,1012.1,13.5515,9.72
20191002T0100,26.3962,0.0,90.0,1011.3,13.202726,9.36
20191002T0200,26.346199,0.0,92.0,1010.8,12.6462,11.879999
20191002T0300,26.5362,0.0,92.0,1010.3,12.605142,10.08
20191002T0400,26.6162,0.0,93.0,1010.9,15.158522,13.32
20191002T0500,26.5762,0.0,91.0,1011.4,16.700275,14.4
20191002T0600,26.5362,0.0,88.0,1011.9,17.114204,18.359999
20191002T0700,27.2062,0.0,84.0,1012.6,16.279802,10.799999
20191002T0800,28.346199,0.0,79.0,1012.8,15.256526,10.799999
20191002T0900,29.4562,0.0,76.0,1012.9,13.979871,11.159999
20191002T1000,30.5262,0.0,71.0,1012.1,13.339445,10.08
20191002T1100,31.2362,0.0,65.0,1011.6,11.609651,10.08
20191002T1200,31.8362,0.0,62.0,1011.0,10.587917,11.159999
20191002T1300,32.1362,0.0,60.0,1010.0,10.787993,9.72
20191002T1400,31.8362,0.0,62.0,1009.1,13.0447235,11.159999
20191002T1500,31.1562,0.0,66.0,1008.7,13.684735,11.879999
20191002T1600,30.1962,0.0,72.0,1009.4,14.021525,10.799999
20191002T1700,28.4462,0.0,79.0,1009.7,17.174677,15.84
20191002T1800,27.7062,0.0,84.0,1010.2,15.807239,15.119999
20191002T1900,27.4462,0.0,86.0,1011.0,14.84318,14.4
20191002T2000,27.2262,0.0,88.0,1011.7,13.5515,18.359999
20191002T2100,26.9962,0.0,89.0,1012.2,12.758432,17.28
20191002T2200,26.7762,0.0,90.0,1012.0,12.0694,12.599999
20191002T2300,26.5662,0.0,91.0,1011.7,12.0694,13.32
20191003T0000,26.3862,0.0,92.0,1011.5,12.224107,9.72
20191003T0100,26.2562,0.0,93.0,1010.6,12.371645,10.799999
20191003T0200,26.5762,0.0,92.0,1010.0,13.339445,11.879999
20191003T0300,26.5362,0.0,92.0,1009.4,14.044615,13.679999
20191003T0400,26.4762,0.0,91.0,1010.0,15.226764,12.959999
20191003T0500,26.4362,0.0,90.0,1010.6,15.281989,19.8
20191003T0600,26.5162,0.0,89.0,1011.1,16.055353,12.599999
20191003T0700,27.2762,0.0,84.0,1012.1,15.941944,12.959999
20191003T0800,28.2862,0.0,78.0,1012.6,15.629971,11.159999
20191003T0900,29.4162,0.0,72.0,1012.6,14.24163,10.440001
20191003T1000,30.2762,0.0,67.0,1011.7,14.759999,10.440001
20191003T1100,31.096199,0.0,62.0,1011.0,14.440443,10.440001
20191003T1200,31.7862,0.0,59.0,1010.5,13.363711,11.879999
20191003T1300,31.8662,0.0,58.0,1009.6,12.864649,10.08
20191003T1400,31.6662,0.0,59.0,1009.2,13.37825,10.440001
20191003T1500,30.9662,0.0,63.0,1008.8,15.2947035,11.5199995
20191003T1600,29.7862,0.0,70.0,1009.4,17.068707,12.599999
20191003T1700,28.6562,0.0,77.0,1009.7,17.727943,14.4
20191003T1800,27.7562,0.0,81.0,1010.2,16.946787,16.199999
20191003T1900,27.3762,0.0,82.0,1011.1,16.09969,15.119999
20191003T2000,27.1262,0.0,84.0,1011.7,14.917212,14.4
20191003T2100,26.9062,0.0,85.0,1012.3,14.205182,18.72
20191003T2200,26.7162,0.0,87.0,1012.0,14.561099,14.759999
20191003T2300,26.5662,0.0,87.0,1011.6,14.917212,15.84
20191004T0000,26.4162,0.0,88.0,1011.4,14.512064,9.0
20191004T0100,26.2362,0.0,90.0,1010.8,13.722565,8.64
20191004T0200,26.0662,0.0,91.0,1010.2,14.764389,12.959999
20191004T0300,26.1062,0.0,92.0,1009.8,14.561099,9.0
20191004T0400,26.2762,0.0,91.0,1010.5,16.520823,10.08
20191004T0500,26.2962,0.0,90.0,1011.2,16.279802,10.08
20191004T0600,26.4162,0.0,89.0,1011.8,14.81259,9.36
20191004T0700,26.8962,0.0,85.0,1012.7,13.479583,9.36
20191004T0800,27.5262,0.0,82.0,1012.9,11.525623,8.64
20191004T0900,28.6262,0.0,77.0,1012.8,9.19939,7.92
20191004T1000,29.7762,0.0,72.0,1011.7,9.726665,8.64
20191004T1100,30.5562,0.0,67.0,1011.1,10.137692,9.72
20191004T1200,30.9562,0.0,64.0,1010.7,10.163227,9.72
20191004T1300,31.0262,0.0,64.0,1009.8,10.1887,10.440001
20191004T1400,30.8262,0.0,65.0,1009.1,10.799999,12.24
20191004T1500,30.3662,0.0,67.0,1008.4,11.808878,10.799999
20191004T1600,29.6562,0.0,72.0,1008.8,12.538134,9.72
20191004T1700,28.7662,0.0,76.0,1009.0,14.973577,12.24
20191004T1800,28.0462,0.0,79.0,1009.7,14.182355,14.759999
20191004T1900,27.6962,0.0,82.0,1010.4,14.372974,18.0
20191004T2000,27.4562,0.0,84.0,1010.7,14.707222,19.08
20191004T2100,27.2862,0.0,85.0,1011.0,15.509274,11.5199995
20191004T2200,27.096199,0.0,86.0,1010.8,15.716793,10.799999
20191004T2300,26.9462,0.0,88.0,1010.8,16.171976,10.799999
20191005T0000,26.7962,0.0,89.0,1010.7,16.327497,11.5199995
20191005T0100,26.6462,0.0,90.0,1010.0,16.454008,11.879999
20191005T0200,26.8662,0.0,89.0,1009.5,16.62249,12.24
20191005T0300,26.8362,0.0,89.0,1009.2,15.84,12.959999
20191005T0400,26.7962,0.0,86.0,1009.7,15.546833,11.159999
20191005T0500,26.4362,0.0,87.0,1010.1,14.759999,14.4
20191005T0600,26.5462,0.0,87.0,1010.4,13.1041975,9.72
20191005T0700,27.1062,0.0,81.0,1011.1,12.9249525,9.0
20191005T0800,27.9462,0.0,77.0,1011.5,9.826088,7.5599995
20191005T0900,28.846199,0.0,73.0,1011.3,9.779817,9.72
20191005T1000,29.6262,0.0,71.0,1010.6,9.47012,8.64
20191005T1100,30.2962,0.0,67.0,1010.2,8.311245,6.12
20191005T1200,30.7062,0.0,65.0,1009.6,9.504272,7.2
20191005T1300,30.7062,0.0,65.0,1008.6,10.948973,8.28
20191005T1400,30.4462,0.0,66.0,1007.8,12.218805,9.72
20191005T1500,29.9762,0.0,68.0,1007.3,12.218805,10.08
20191005T1600,29.3262,0.0,72.0,1007.8,12.475961,11.159999
20191005T1700,28.6662,0.0,77.0,1008.4,15.175612,12.599999
20191005T1800,27.926199,0.0,79.0,1009.1,13.37825,14.4
20191005T1900,27.596199,0.0,81.0,1009.9,12.904882,16.56
20191005T2000,27.3862,0.0,83.0,1010.5,13.049689,9.72
20191005T2100,27.2262,0.0,84.0,1011.1,13.202726,10.799999
20191005T2200,27.0362,0.0,86.0,1011.0,14.039999,10.440001
20191005T2300,26.8762,0.0,87.0,1010.8,14.707222,11.159999
20191006T0000,26.7462,0.0,87.0,1010.9,15.256526,11.159999
20191006T0100,26.5462,0.0,87.0,1010.2,15.281989,10.799999
20191006T0200,26.3362,0.0,88.0,1009.7,14.618837,10.440001
20191006T0300,26.0762,0.0,88.0,1009.6,13.32,9.36
20191006T0400,26.2562,0.0,87.0,1010.1,13.039754,11.879999
20191006T0500,26.2562,0.0,87.0,1010.5,11.620809,9.0
20191006T0600,26.2662,0.0,88.0,1010.9,9.339208,9.0
20191006T0700,27.2362,0.0,81.0,1011.6,9.511088,10.08
20191006T0800,27.9062,0.0,76.0,1012.0,7.5942082,7.5599995
20191006T0900,28.8062,0.0,72.0,1012.0,5.4477882,6.8399997
20191006T1000,29.5562,0.0,69.0,1011.2,5.5887027,6.8399997
20191006T1100,30.2062,0.0,65.0,1010.7,6.792466,7.2
20191006T1200,30.5662,0.0,63.0,1010.3,7.8954163,7.5599995
20191006T1300,30.7262,0.0,62.0,1009.4,9.290511,8.28
20191006T1400,30.5562,0.0,62.0,1008.8,10.1887,9.0
20191006T1500,30.0262,0.0,65.0,1008.2,11.183201,10.08
20191006T1600,29.3762,0.0,69.0,1008.6,11.4862,10.08
20191006T1700,28.1362,0.0,78.0,1008.4,17.76081,17.28
20191006T1800,27.4462,0.0,81.0,1009.1,16.279802,18.359999
20191006T1900,27.1562,0.0,83.0,1009.8,15.256526,17.64
20191006T2000,27.0162,0.0,84.0,1010.5,14.707222,19.08
20191006T2100,26.9062,0.0,85.0,1011.2,13.854155,13.32
20191006T2200,26.7962,0.0,86.0,1011.2,13.363711,12.959999
20191006T2300,26.6862,0.0,87.0,1011.1,13.217443,9.36
20191007T0000,26.5862,0.0,88.0,1010.9,13.217443,9.36
20191007T0100,26.4362,0.0,88.0,1010.2,12.24,8.64
20191007T0200,26.4162,0.0,89.0,1009.7,10.966713,8.64
20191007T0300,26.4762,0.0,89.0,1009.3,10.587917,6.8399997
20191007T0400,26.6062,0.0,88.0,1010.0,10.239453,11.5199995
20191007T0500,26.6362,0.0,87.0,1010.6,9.0,6.4799995
20191007T0600,26.7562,0.0,87.0,1011.0,10.308831,10.799999
20191007T0700,27.4162,0.0,80.0,1011.7,12.413476,10.08
20191007T0800,28.1262,0.0,77.0,1012.1,11.966954,9.36
20191007T0900,29.0462,0.0,72.0,1012.3,11.440978,10.08
20191007T1000,29.8362,0.0,69.0,1011.4,10.086427,9.72
20191007T1100,30.5662,0.0,65.0,1010.7,9.255571,9.36
20191007T1200,30.9562,0.0,63.0,1010.2,9.693296,10.08
20191007T1300,31.0362,0.0,62.0,1009.0,11.966954,10.440001
20191007T1400,30.596199,0.0,65.0,1008.3,13.755579,13.32
20191007T1500,30.0262,0.0,69.0,1007.7,14.003028,12.959999
20191007T1600,29.3062,0.0,72.0,1008.3,13.755579,12.599999
20191007T1700,28.6462,0.0,77.0,1008.6,14.372974,12.599999
20191007T1800,27.846199,0.0,80.0,1009.3,13.905509,11.879999
20191007T1900,27.4662,0.0,83.0,1010.0,12.904882,15.4800005
20191007T2000,27.2662,0.0,84.0,1010.5,12.397806,9.72
20191007T2100,27.1562,0.0,85.0,1011.1,12.397806,10.08
20191007T2200,27.0062,0.0,85.0,1010.9,11.91812,10.08
20191007T2300,26.7962,0.0,86.0,1010.8,11.770403,9.0
20191008T0000,26.6262,0.0,87.0,1010.6,11.631956,9.36
20191008T0100,26.4662,0.0,88.0,1010.0,11.27553,9.0
20191008T0200,26.2962,0.0,90.0,1009.6,10.1376915,7.92
20191008T0300,26.2162,0.0,91.0,1009.2,9.0645685,7.2
20191008T0400,26.2262,0.0,91.0,1009.8,9.227524,6.8399997
20191008T0500,26.2362,0.0,92.0,1010.4,8.0899935,5.7599998
20191008T0600,26.4562,0.0,91.0,1010.8,7.2,6.12
20191008T0700,26.7162,0.0,85.0,1011.4,8.049845,7.92
20191008T0800,27.5562,0.0,82.0,1011.7,6.0347,6.12
20191008T0900,28.3762,0.0,77.0,1011.8,5.771239,5.7599998
20191008T1000,29.096199,0.0,74.0,1011.0,5.937272,5.7599998
20191008T1100,29.9362,0.0,70.0,1010.4,7.2,6.8399997
20191008T1200,30.3762,0.0,67.0,1009.8,9.422101,9.72
20191008T1300,30.4562,0.0,67.0,1008.8,11.200571,11.159999
20191008T1400,30.346199,0.0,68.0,1008.1,12.229406,11.879999
20191008T1500,29.9162,0.0,69.0,1007.6,12.768586,12.24
20191008T1600,29.3362,0.0,72.0,1008.2,13.104198,12.24
20191008T1700,28.6862,0.0,78.0,1008.2,15.646544,12.959999
20191008T1800,28.0062,0.0,81.0,1009.0,14.372974,14.759999
20191008T1900,27.7162,0.0,83.0,1009.8,13.1041975,12.959999
20191008T2000,27.4962,0.0,85.0,1010.3,12.522619,16.199999
20191008T2100,27.3262,0.0,86.0,1010.8,12.413476,12.599999
20191008T2200,27.1362,0.0,88.0,1010.7,11.966954,7.5599995
20191008T2300,26.9562,0.0,89.0,1010.5,12.661564,8.64
20191009T0000,26.8162,0.0,90.0,1010.4,12.313893,7.92
20191009T0100,26.846199,0.2,91.0,1009.9,8.699793,6.8399997
20191009T0200,26.9862,0.6,88.0,1009.4,9.0,6.12
20191009T0300,26.7762,0.0,83.0,1009.0,8.707238,6.8399997
20191009T0400,26.6362,0.0,82.0,1009.7,8.707238,6.8399997
20191009T0500,26.4162,0.0,85.0,1010.3,8.12197,8.28
20191009T0600,26.3562,0.0,86.0,1010.8,8.209263,10.08
20191009T0700,27.2362,0.0,81.0,1011.4,8.209263,8.64
20191009T0800,28.0862,0.0,77.0,1011.4,7.6367526,6.12
20191009T0900,28.9662,0.0,74.0,1011.3,7.9526596,6.4799995
20191009T1000,29.7262,0.0,70.0,1010.4,9.449572,7.5599995
20191009T1100,30.3062,0.0,67.0,1009.8,10.630672,10.08
20191009T1200,30.5662,0.0,66.0,1009.3,12.287555,10.799999
20191009T1300,30.5062,0.0,67.0,1008.3,14.277983,11.879999
20191009T1400,30.1662,0.0,68.0,1007.7,15.379206,12.599999
20191009T1500,29.7562,0.0,71.0,1007.1,15.629971,12.599999
20191009T1600,29.1662,0.0,75.0,1007.6,15.463246,14.04
20191009T1700,28.4962,0.0,77.0,1007.9,18.35647,18.0
20191009T1800,27.7262,0.0,80.0,1008.6,17.163355,19.44
20191009T1900,27.3962,0.0,82.0,1009.7,16.343367,18.0
20191009T2000,27.1662,0.0,84.0,1010.3,15.273505,17.28
20191009T2100,27.0062,0.0,86.0,1011.0,14.345898,18.72
20191009T2200,26.8962,0.0,87.0,1010.7,14.458382,10.799999
20191009T2300,26.8062,0.0,87.0,1010.4,14.145756,10.799999
20191010T0000,26.6662,0.0,88.0,1010.3,13.979871,13.32
20191010T0100,26.5262,0.0,88.0,1009.7,14.05845,13.32
20191010T0200,26.3762,0.0,89.0,1009.1,13.797912,11.159999
20191010T0300,26.1962,0.0,91.0,1008.7,13.039754,10.799999
20191010T0400,26.2062,0.0,91.0,1009.3,12.313893,10.08
20191010T0500,26.5762,0.3,88.0,1010.1,12.783802,10.440001
20191010T0600,26.5862,0.0,87.0,1010.7,12.964998,11.159999
20191010T0700,26.9362,0.0,82.0,1011.4,14.830076,12.599999
20191010T0800,28.1462,0.0,77.0,1011.5,14.830076,12.959999
20191010T0900,29.0862,0.0,73.0,1011.5,15.4800005,12.959999
20191010T1000,29.7962,0.0,71.0,1010.9,15.629972,12.959999
20191010T1100,30.2662,0.0,69.0,1010.3,14.934577,12.24
20191010T1200,30.676199,0.0,66.0,1009.9,14.578888,11.159999
20191010T1300,30.7462,0.0,66.0,1009.1,13.854155,10.799999
20191010T1400,30.6062,0.0,67.0,1008.5,14.336861,10.799999
20191010T1500,30.0662,0.0,70.0,1008.1,14.8257065,10.440001
20191010T1600,29.3762,0.0,73.0,1008.5,15.496736,12.959999
20191010T1700,28.4362,0.0,75.0,1008.6,16.981165,18.359999
20191010T1800,27.7862,0.0,78.0,1009.3,15.827721,19.08
20191010T1900,27.4762,0.0,81.0,1010.3,15.281989,19.8
20191010T2000,27.2562,0.0,82.0,1010.8,14.494192,14.04
20191010T2100,27.0562,0.0,84.0,1011.3,13.276144,12.599999
20191010T2200,26.8162,0.0,85.0,1011.0,12.144331,11.159999
20191010T2300,26.5462,0.0,87.0,1010.7,11.659777,10.440001
20191011T0000,26.3762,0.0,88.0,1010.5,11.609651,10.440001
20191011T0100,26.1962,0.0,89.0,1010.0,10.823973,10.08
20191011T0200,26.0262,0.0,90.0,1009.6,10.08,9.36
20191011T0300,25.8562,0.0,90.0,1009.2,9.3669195,9.0
20191011T0400,25.7762,0.0,90.0,1009.8,8.669949,12.599999
20191011T0500,25.6862,0.0,90.0,1010.3,7.69592,7.5599995
20191011T0600,25.9062,0.0,91.0,1010.7,8.473393,8.64
20191011T0700,27.1362,0.0,85.0,1011.5,8.905908,6.12
20191011T0800,27.8062,0.0,79.0,1011.8,8.12197,6.12
20191011T0900,28.7762,0.0,75.0,1012.0,7.5942073,6.4799995
20191011T1000,29.676199,0.0,70.0,1011.3,9.028754,7.92
20191011T1100,30.2862,0.0,66.0,1010.5,11.384198,11.159999
20191011T1200,30.5062,0.0,65.0,1010.1,12.031756,11.159999
20191011T1300,30.6162,0.0,65.0,1009.1,12.984975,11.5199995
20191011T1400,30.3962,0.0,67.0,1008.5,13.755579,11.879999
20191011T1500,29.8962,0.0,69.0,1008.0,14.05845,12.24
20191011T1600,29.3062,0.0,72.0,1008.3,13.896187,12.959999
20191011T1700,28.7862,0.0,75.0,1008.4,14.186923,13.32
20191011T1800,28.1862,0.0,78.0,1008.8,12.979984,13.32
20191011T1900,27.8862,0.0,80.0,1009.6,12.287555,11.879999
20191011T2000,27.6662,0.0,82.0,1010.2,11.609651,10.799999
20191011T2100,27.5362,0.0,83.0,1010.7,10.495713,9.72
20191011T2200,27.4062,0.0,84.0,1010.4,9.504272,8.28
20191011T2300,27.2662,0.0,84.0,1010.8,14.57889,9.36
20191012T0000,27.3562,0.0,80.0,1010.4,13.37825,16.56
20191012T0100,27.0862,0.0,80.0,1009.7,11.113451,8.28
20191012T0200,27.0862,0.0,80.0,1009.1,8.287822,5.3999996
20191012T0300,27.1262,0.0,79.0,1008.7,7.42159,4.32
20191012T0400,27.1162,0.0,79.0,1009.4,8.4963045,7.2
20191012T0500,27.1162,0.0,79.0,1010.0,7.7879906,6.12
20191012T0600,26.9562,0.0,83.0,1010.5,5.95906,3.96
20191012T0700,27.926199,0.0,81.0,1011.2,5.6920996,5.3999996
20191012T0800,28.5362,0.0,73.0,1012.0,5.4119864,5.3999996
20191012T0900,29.426199,0.0,70.0,1012.2,7.2,9.36
20191012T1000,30.1362,0.0,67.0,1011.6,7.928177,8.64
20191012T1100,30.5362,0.0,65.0,1011.2,8.39657,8.64
20191012T1200,30.7162,0.0,64.0,1010.9,8.854829,8.28
20191012T1300,30.8062,0.0,64.0,1009.7,10.163227,9.72
20191012T1400,30.6062,0.0,65.0,1009.0,11.27553,11.879999
20191012T1500,30.1162,0.0,67.0,1008.4,11.720751,11.879999
20191012T1600,29.4462,0.0,70.0,1008.7,11.570515,12.24
20191012T1700,28.8962,0.0,74.0,1008.8,10.195057,10.799999
20191012T1800,28.2762,0.0,78.0,1009.3,8.161764,9.72
20191012T1900,27.9862,0.0,80.0,1010.3,7.42159,7.92
20191012T2000,27.846199,0.0,80.0,1011.0,7.289445,7.5599995
20191012T2100,27.8162,0.0,80.0,1011.7,7.24486,7.5599995
20191012T2200,27.8362,0.0,80.0,1011.5,6.9527545,7.2
20191012T2300,27.7962,0.0,80.0,1011.3,7.10031,6.12
20191013T0000,27.6362,0.0,80.0,1011.0,8.39657,6.4799995
20191013T0100,27.5762,0.0,79.0,1010.4,7.24486,5.7599998
20191013T0200,27.426199,0.0,79.0,1010.0,6.989936,5.7599998
20191013T0300,27.1962,0.0,80.0,1009.6,5.991594,5.04
20191013T0400,27.096199,0.0,80.0,1010.1,4.510787,4.68
20191013T0500,27.0362,0.0,80.0,1010.6,3.7064266,4.32
20191013T0600,26.8162,0.0,84.0,1011.1,1.484318,3.6
20191013T0700,27.5562,0.0,84.0,1011.7,0.8049845,3.96
20191013T0800,28.7562,0.0,74.0,1012.1,1.609969,3.96
20191013T0900,29.596199,0.0,70.0,1012.3,3.2599385,5.7599998
20191013T1000,30.3262,0.0,67.0,1011.5,5.0911684,7.5599995
20191013T1100,30.7962,0.0,65.0,1010.8,7.8625183,9.72
20191013T1200,30.9662,0.0,64.0,1010.2,10.137692,11.159999
20191013T1300,30.9462,0.0,66.0,1009.2,11.966954,11.879999
20191013T1400,30.5862,0.0,68.0,1008.6,13.1041975,12.959999
20191013T1500,30.0562,0.0,70.0,1008.0,13.797913,13.679999
20191013T1600,29.4462,0.0,73.0,1008.5,13.708391,13.679999
20191013T1700,29.0362,0.0,74.0,1009.3,8.669949,9.0
20191013T1800,28.426199,0.0,77.0,1010.0,7.42159,8.28
20191013T1900,28.1362,0.0,80.0,1011.0,6.9527545,8.28
20191013T2000,27.9762,0.0,81.0,1011.5,7.289444,7.2
