location,Chennai,Chennai,Chennai,Chennai,Chennai,Chennai
20191013T2100,27.926199,0.0,81.0,1012.0,7.628263,6.12
20191013T2200,27.8862,0.0,81.0,1011.8,7.968939,6.12
20191013T2300,27.8262,0.0,80.0,1011.7,8.4042845,6.8399997
20180930T0000,28.3562,0.0,76.0,1009.6,9.007196,9.36
20180930T0100,28.2062,0.0,75.0,1009.0,8.287822,8.64
20180930T0200,28.0462,0.0,75.0,1008.6,7.208994,7.5599995
20180930T0300,27.8962,0.0,76.0,1008.3,5.771239,6.4799995
20180930T0400,27.8162,0.0,76.0,1008.5,4.3349743,5.7599998
20180930T0500,27.6862,0.0,77.0,1008.8,2.8799999,5.04
20180930T0600,27.6862,0.0,77.0,1009.1,1.5273507,5.3999996
20180930T0700,28.4562,0.0,73.0,1009.9,2.5455842,5.7599998
20180930T0800,29.596199,0.0,68.0,1010.2,4.198285,8.28
20180930T0900,30.6562,0.0,64.0,1010.4,6.830519,10.799999
20180930T1000,31.4662,0.0,61.0,1009.8,9.255571,12.599999
20180930T1100,31.9562,0.0,60.0,1009.2,11.304229,13.679999
20180930T1200,32.2262,0.0,59.0,1008.9,12.371645,14.4
20180930T1300,32.296204,0.0,60.0,1007.9,13.75558,15.4800005
20180930T1400,31.9862,0.0,61.0,1007.2,14.440443,15.4800005
20180930T1500,31.4762,0.0,63.0,1006.6,14.404499,15.84
20180930T1600,30.846199,0.0,66.0,1006.8,14.4,15.4800005
20180930T1700,30.1662,0.0,69.0,1007.2,14.417988,16.199999
20180930T1800,29.5262,0.0,72.0,1007.6,12.959999,14.759999
20180930T1900,29.3362,0.0,74.0,1008.5,11.609651,13.32
20180930T2000,29.1462,0.0,75.0,1009.1,9.6932955,11.879999
20180930T2100,28.9662,0.0,76.0,1009.6,8.557102,10.799999
20180930T2200,28.7862,0.0,77.0,1009.7,7.729527,9.72
20180930T2300,28.6262,0.0,77.0,1009.8,7.4128532,8.28
20181001T0000,28.5162,0.0,78.0,1009.8,7.4128532,7.92
20181001T0100,28.3562,0.0,79.0,1009.2,7.7879906,7.92
20181001T0200,28.3162,0.0,78.0,1008.7,9.220499,9.36
20181001T0300,27.8662,0.0,78.0,1008.5,9.422101,10.440001
20181001T0400,27.596199,0.0,77.0,1008.9,9.1641035,9.0
20181001T0500,27.3662,0.0,77.0,1009.4,5.8048253,7.2
20181001T0600,27.3762,0.0,77.0,1009.6,2.968636,5.04
20181001T0700,28.2162,0.0,74.0,1010.4,1.8,3.6
20181001T0800,29.4062,0.0,68.0,1010.8,1.0182338,3.2399998
20181001T0900,30.6662,0.0,62.0,1011.0,4.0249224,6.4799995
20181001T1000,31.7162,0.0,58.0,1010.5,7.6367526,9.36
20181001T1100,32.2162,0.0,57.0,1009.9,10.8955765,11.5199995
20181001T1200,32.436203,0.0,57.0,1009.5,13.084402,12.959999
20181001T1300,32.326202,0.0,57.0,1008.5,13.75558,13.32
20181001T1400,32.046204,0.0,58.0,1007.9,14.081478,13.32
20181001T1500,31.5262,0.0,60.0,1007.3,14.417988,14.04
20181001T1600,30.8162,0.0,63.0,1007.5,14.764389,14.759999
20181001T1700,29.9562,0.0,68.0,1007.9,13.70839,14.04
20181001T1800,29.3662,0.0,70.0,1008.3,12.904882,12.959999
20181001T1900,29.1262,0.0,72.0,1009.0,12.10157,12.959999
20181001T2000,28.8962,0.0,73.0,1009.6,11.4862,12.599999
20181001T2100,28.7062,0.0,74.0,1010.2,10.883676,11.5199995
20181001T2200,28.5462,0.0,75.0,1010.4,10.1887,10.799999
20181001T2300,28.3362,0.0,75.0,1010.4,10.1887,10.799999
20181002T0000,28.2862,0.0,75.0,1010.4,10.1887,11.159999
20181002T0100,28.1662,0.0,74.0,1009.8,9.511088,11.159999
20181002T0200,28.0862,0.0,74.0,1009.4,8.534353,10.799999
20181002T0300,27.9962,0.0,74.0,1009.1,7.24486,9.72
20181002T0400,27.9562,0.0,74.0,1009.3,5.815978,8.28
20181002T0500,27.9162,0.0,74.0,1009.7,4.379589,5.7599998
20181002T0600,27.9362,0.0,75.0,1010.0,3.671294,5.7599998
20181002T0700,28.6962,0.0,71.0,1010.8,4.39436,6.8399997
20181002T0800,29.5562,0.0,68.0,1011.2,6.4096174,8.64
20181002T0900,30.1662,0.0,66.0,1011.6,8.707237,10.08
20181002T1000,31.0762,0.0,62.0,1011.4,10.966713,12.599999
20181002T1100,31.5262,0.0,61.0,1010.9,13.5515,14.759999
20181002T1200,31.6862,0.0,61.0,1010.6,15.192682,15.84
20181002T1300,31.6362,0.0,62.0,1009.5,16.039202,16.56
20181002T1400,31.4162,0.0,63.0,1008.8,15.876775,16.199999
20181002T1500,31.0262,0.0,65.0,1008.2,15.84409,15.84
20181002T1600,30.4462,0.0,67.0,1008.4,15.4800005,15.4800005
20181002T1700,30.0162,0.0,69.0,1008.9,13.797912,15.119999
20181002T1800,29.3562,0.0,72.0,1009.1,12.682018,14.4
20181002T1900,29.1162,0.0,74.0,1009.7,11.570515,13.679999
20181002T2000,28.9062,0.0,75.0,1010.1,10.853866,13.32
20181002T2100,28.7162,0.0,77.0,1010.5,10.495713,12.24
20181002T2200,28.5662,0.0,77.0,1010.5,9.746631,11.879999
20181002T2300,28.4362,0.0,77.0,1010.4,9.3876505,10.799999
20181003T0000,28.346199,0.0,76.0,1010.3,9.028754,10.08
20181003T0100,28.2562,0.0,75.0,1009.7,9.3876505,10.799999
20181003T0200,28.096199,0.0,75.0,1009.0,9.36,10.799999
20181003T0300,27.9562,0.0,76.0,1008.6,8.669949,10.799999
20181003T0400,27.8962,0.0,76.0,1008.9,8.4042845,10.440001
20181003T0500,27.8562,0.0,75.0,1009.3,7.8625183,10.08
20181003T0600,28.0662,0.0,75.0,1009.7,7.42159,10.440001
20181003T0700,28.5862,0.3,72.0,1010.4,9.178235,12.599999
20181003T0800,29.0862,0.3,69.0,1011.0,10.464797,13.679999
20181003T0900,29.4662,0.3,68.0,1011.4,11.770403,14.759999
20181003T1000,29.7162,0.3,67.0,1011.1,12.57426,15.4800005
20181003T1100,29.8262,0.3,67.0,1010.7,13.37825,15.84
20181003T1200,29.8762,0.3,68.0,1010.3,14.003029,16.199999
20181003T1300,29.6662,0.4,69.0,1009.2,14.759999,16.56
20181003T1400,29.5862,0.4,69.0,1008.6,15.273505,16.199999
20181003T1500,29.5262,0.5,69.0,1008.0,14.764389,15.4800005
20181003T1600,29.5662,0.3,69.0,1008.1,14.471821,14.759999
20181003T1700,30.2162,0.0,66.0,1007.9,16.78156,18.72
20181003T1800,29.7162,0.0,68.0,1008.1,15.978484,18.359999
20181003T1900,29.5062,0.0,69.0,1008.8,15.379206,18.0
20181003T2000,29.346199,0.0,69.0,1009.4,15.379206,18.359999
20181003T2100,29.1062,0.0,70.0,1009.9,14.84318,17.64
20181003T2200,29.0162,0.0,70.0,1010.0,14.618837,16.919998
20181003T2300,28.8762,0.0,70.0,1010.0,14.799459,16.919998
20181004T0000,28.8262,0.1,70.0,1010.0,14.404499,16.919998
20181004T0100,28.4962,0.0,71.0,1009.5,12.959999,15.4800005
20181004T0200,28.2062,0.0,73.0,1009.0,12.24,15.119999
20181004T0300,27.9662,0.0,74.0,1008.6,12.599999,15.119999
20181004T0400,27.8662,0.0,74.0,1008.9,12.599999,15.4800005
20181004T0500,27.8262,0.0,74.0,1009.4,10.805999,13.32
20181004T0600,28.1362,0.0,73.0,1009.8,10.538843,12.959999
20181004T0700,28.6562,0.4,70.0,1010.6,12.849528,15.4800005
20181004T0800,29.0862,0.3,69.0,1011.1,14.145756,16.56
20181004T0900,29.4062,0.2,67.0,1011.7,15.281989,18.359999
20181004T1000,29.6862,0.2,67.0,1011.3,16.171976,19.44
20181004T1100,29.7662,0.1,66.0,1010.9,16.516901,20.16
20181004T1200,30.2362,0.0,65.0,1010.5,16.327497,19.8
20181004T1300,29.8162,0.4,67.0,1009.6,16.24394,19.44
20181004T1400,29.4862,0.8,69.0,1009.2,15.542662,18.359999
20181004T1500,29.2362,1.1,70.0,1008.7,15.111424,17.64
20181004T1600,29.0062,1.4,72.0,1008.8,14.917212,16.919998
20181004T1700,26.7562,0.0,77.0,1009.1,23.598541,25.919998
20181004T1800,25.4062,0.0,81.0,1009.7,21.566973,27.359999
20181004T1900,24.2362,0.3,87.0,1010.4,13.527572,21.96
20181004T2000,24.1162,0.0,86.0,1010.5,8.28,12.959999
20181004T2100,24.0462,0.0,87.0,1010.8,4.6102495,7.92
20181004T2200,24.0362,0.0,88.0,1010.8,4.1046314,4.32
20181004T2300,24.0662,0.0,89.0,1010.8,3.219938,5.04
20181005T0000,24.0862,0.0,90.0,1011.0,3.319036,3.6
20181005T0100,23.9562,0.0,88.0,1010.4,6.924738,10.799999
20181005T0200,23.6362,0.1,89.0,1009.9,9.72,10.799999
20181005T0300,23.5062,3.3,90.0,1009.6,10.08,9.36
20181005T0400,23.3962,2.6,92.0,1010.0,9.746631,6.4799995
20181005T0500,23.2562,1.2,93.0,1010.5,7.628263,8.64
20181005T0600,23.426199,0.4,93.0,1010.7,8.14587,12.599999
20181005T0700,23.926199,0.0,91.0,1011.4,9.983106,14.759999
20181005T0800,24.8262,0.0,88.0,1012.1,10.239453,15.119999
20181005T0900,26.0062,0.0,85.0,1012.8,8.707238,15.4800005
20181005T1000,27.0662,0.0,82.0,1012.4,7.928177,14.759999
20181005T1100,27.7362,0.0,80.0,1011.8,10.086427,16.199999
20181005T1200,28.2162,0.0,77.0,1011.3,11.681987,16.919998
20181005T1300,28.5762,0.2,76.0,1010.3,12.768586,16.199999
20181005T1400,27.6862,0.7,80.0,1009.7,13.276144,15.84
20181005T1500,27.596199,0.9,80.0,1009.2,14.113652,16.56
20181005T1600,27.6462,1.0,80.0,1009.3,13.979872,16.56
20181005T1700,25.1962,1.2,92.0,1009.9,7.42159,6.4799995
20181005T1800,24.9562,0.0,92.0,1009.8,7.2805495,4.32
20181005T1900,24.7462,0.0,91.0,1010.0,7.2,6.4799995
20181005T2000,24.5362,0.0,89.0,1010.5,6.638072,9.0
20181005T2100,24.2062,0.0,88.0,1010.9,7.6367526,9.72
20181005T2200,23.7262,0.0,87.0,1011.0,8.714677,10.440001
20181005T2300,23.3262,0.0,87.0,1010.9,8.714677,11.879999
20181006T0000,23.1162,0.0,86.0,1010.8,8.209263,11.159999
20181006T0100,22.9062,0.0,89.0,1010.1,7.8954163,11.5199995
20181006T0200,22.7962,0.0,91.0,1009.5,7.7043357,11.879999
20181006T0300,22.7962,0.0,92.0,1009.0,7.24486,12.599999
20181006T0400,22.9862,0.0,93.0,1009.2,7.342588,14.759999
20181006T0500,23.0462,0.0,94.0,1009.6,8.049845,11.879999
20181006T0600,23.3162,0.0,93.0,1009.9,9.114471,12.599999
20181006T0700,25.5662,0.0,87.0,1010.7,9.007196,12.959999
20181006T0800,28.1662,0.0,79.0,1011.2,12.413477,16.56
20181006T0900,28.596199,0.2,74.0,1011.8,14.003028,17.28
20181006T1000,29.4762,0.1,71.0,1011.4,14.76439,16.919998
20181006T1100,29.0462,0.3,72.0,1011.0,15.273505,16.56
20181006T1200,29.1862,0.1,71.0,1010.6,15.782622,16.56
20181006T1300,29.6062,0.0,71.0,1009.7,16.548256,16.199999
20181006T1400,28.6862,0.0,74.0,1009.1,16.563911,16.199999
20181006T1500,28.3062,0.0,75.0,1008.5,16.08761,15.84
20181006T1600,28.2462,0.0,75.0,1008.7,15.546833,15.84
20181006T1700,28.7862,0.0,74.0,1008.6,13.661038,15.84
20181006T1800,28.3562,0.0,76.0,1008.8,12.0694,14.4
20181006T1900,28.2662,0.0,74.0,1009.7,11.27553,13.32
20181006T2000,28.0762,0.0,74.0,1010.1,10.137692,12.599999
20181006T2100,27.8562,0.0,76.0,1010.4,8.654986,11.879999
20181006T2200,27.6562,0.0,77.0,1010.3,7.289444,10.440001
20181006T2300,27.4962,0.0,78.0,1010.0,5.95906,9.0
20181007T0000,27.3962,0.0,79.0,1009.9,5.3999996,8.28
20181007T0100,27.2062,0.0,80.0,1009.2,5.1165614,8.28
20181007T0200,26.9662,0.0,80.0,1008.7,5.315336,8.28
20181007T0300,26.6462,0.0,82.0,1008.3,6.0347,8.64
20181007T0400,26.346199,0.0,83.0,1008.6,6.5693827,9.72
20181007T0500,26.0062,0.0,85.0,1009.0,7.92,10.799999
20181007T0600,25.9762,0.0,86.0,1009.4,9.3876505,11.5199995
20181007T0700,27.6562,0.0,79.0,1010.1,10.446206,12.599999
20181007T0800,28.8662,0.0,71.0,1010.5,12.605142,14.759999
20181007T0900,29.9862,0.0,66.0,1010.7,13.441071,15.4800005
20181007T1000,30.9862,0.0,61.0,1010.4,15.379206,16.199999
20181007T1100,31.6662,0.0,57.0,1009.9,16.92383,16.56
20181007T1200,31.9462,0.0,56.0,1009.4,18.58451,18.359999
20181007T1300,31.7762,0.0,57.0,1008.5,20.018072,19.44
20181007T1400,31.5262,0.0,57.0,1007.9,20.65848,20.519999
20181007T1500,31.1362,0.0,58.0,1007.4,20.65848,21.24
20181007T1600,30.5762,0.0,62.0,1007.6,20.188908,20.880001
20181007T1700,29.8762,0.0,66.0,1007.8,18.59845,19.44
20181007T1800,29.3562,0.0,68.0,1008.1,16.548256,16.56
20181007T1900,29.1662,0.0,70.0,1008.8,15.530151,15.4800005
20181007T2000,28.9362,0.0,72.0,1009.2,15.281989,15.4800005
20181007T2100,28.6862,0.0,73.0,1009.7,15.30741,15.119999
20181007T2200,28.4562,0.0,74.0,1009.7,14.264361,14.04
20181007T2300,28.2262,0.0,76.0,1009.6,13.237038,12.959999
20181008T0000,28.0162,0.0,77.0,1009.5,11.988594,11.5199995
20181008T0100,27.7662,0.0,78.0,1008.7,10.805998,10.08
20181008T0200,27.4762,0.0,79.0,1008.1,9.793058,9.36
20181008T0300,27.1262,0.0,81.0,1007.7,9.746631,9.0
20181008T0400,26.8362,0.0,83.0,1007.9,9.36,9.0
20181008T0500,26.6162,0.0,84.0,1008.2,9.47012,9.36
20181008T0600,26.5662,0.4,85.0,1008.5,9.605998,9.0
20181008T0700,27.9762,0.2,80.0,1009.2,9.885262,9.36
20181008T0800,28.6362,0.5,77.0,1009.5,11.542478,11.879999
20181008T0900,28.8262,1.8,76.0,1009.9,12.661564,13.679999
20181008T1000,28.9762,1.8,74.0,1009.5,12.641076,14.04
20181008T1100,29.0262,1.9,74.0,1009.0,12.074766,14.04
20181008T1200,29.0562,1.8,74.0,1008.6,11.384198,13.32
20181008T1300,29.1162,1.8,74.0,1007.7,10.948973,12.599999
20181008T1400,29.0862,1.8,74.0,1007.1,11.246759,12.24
20181008T1500,28.8962,1.9,75.0,1006.6,11.753876,12.959999
20181008T1600,28.6262,1.9,77.0,1006.9,12.218805,13.32
20181008T1700,28.9062,0.4,74.0,1006.5,20.774214,20.16
20181008T1800,28.3562,0.0,77.0,1006.9,18.892282,18.72
20181008T1900,28.0262,0.0,79.0,1007.5,17.873556,18.0
20181008T2000,27.8062,0.0,80.0,1008.0,16.279802,17.28
20181008T2100,27.6862,0.0,80.0,1008.3,14.689588,15.84
20181008T2200,27.5462,0.0,81.0,1008.2,12.979984,14.759999
20181008T2300,27.3962,0.0,81.0,1008.1,10.805998,14.04
20181009T0000,27.2662,0.0,82.0,1007.9,9.107359,13.679999
20181009T0100,26.846199,0.0,84.0,1007.2,8.669949,11.5199995
20181009T0200,26.2462,0.0,87.0,1006.8,9.028754,12.24
20181009T0300,25.6662,0.0,90.0,1006.4,9.531505,14.04
20181009T0400,25.2062,0.0,92.0,1006.8,9.107359,16.919998
20181009T0500,24.6862,0.0,93.0,1007.2,9.511088,14.759999
20181009T0600,24.2962,0.0,94.0,1007.6,9.686609,16.919998
20181009T0700,26.426199,0.0,85.0,1008.3,9.387651,21.599998
20181009T0800,28.676199,0.0,77.0,1008.7,12.324414,23.4
20181009T0900,29.846199,0.0,70.0,1009.1,15.542662,24.84
20181009T1000,30.8062,0.0,65.0,1008.8,17.727943,26.64
20181009T1100,31.4162,0.0,63.0,1008.3,19.386593,27.359999
20181009T1200,31.7262,0.0,61.0,1008.0,20.00512,27.359999
20181009T1300,31.8762,0.0,59.0,1006.9,20.447239,24.84
20181009T1400,31.7162,0.0,59.0,1006.2,20.94507,26.64
20181009T1500,31.3162,0.0,60.0,1005.7,19.694992,25.199999
20181009T1600,30.7862,0.0,60.0,1005.9,17.414474,23.039999
20181009T1700,30.6362,0.0,62.0,1005.7,14.277983,19.8
20181009T1800,29.8062,0.0,66.0,1006.0,10.495713,16.199999
20181009T1900,29.4362,0.0,68.0,1006.6,6.9247384,14.759999
20181009T2000,29.1162,0.0,70.0,1007.1,3.096837,10.799999
20181009T2100,28.8362,0.0,74.0,1007.6,0.5091169,9.0
20181009T2200,28.5162,0.0,74.0,1007.6,2.4149535,2.52
20181009T2300,28.096199,0.0,76.0,1007.5,5.3517847,3.96
20181010T0000,27.5262,0.0,78.0,1007.4,7.653705,2.16
20181010T0100,26.7362,0.0,81.0,1006.7,10.00256,5.7599998
20181010T0200,25.9162,0.0,85.0,1006.3,11.770403,9.72
20181010T0300,25.6662,0.0,86.0,1005.9,13.779114,12.599999
20181010T0400,25.3962,0.0,87.0,1006.3,15.175612,14.759999
20181010T0500,25.1662,0.0,86.0,1006.8,15.042659,18.359999
20181010T0600,25.3862,0.0,83.0,1007.2,15.175612,14.759999
20181010T0700,27.6062,0.0,71.0,1008.0,16.311613,16.919998
20181010T0800,30.1862,0.0,60.0,1008.3,17.727943,21.24
20181010T0900,32.456203,0.0,50.0,1008.5,17.25373,22.319998
20181010T1000,33.9962,0.0,43.0,1007.9,13.1041975,23.759998
20181010T1100,34.9262,0.0,37.0,1007.2,8.825508,19.8
20181010T1200,35.666203,0.0,34.0,1006.5,5.495161,15.119999
20181010T1300,36.026203,0.0,33.0,1005.3,1.4399999,12.24
20181010T1400,36.056202,0.0,34.0,1004.4,5.04,12.959999
20181010T1500,35.4662,0.0,37.0,1003.9,9.0,10.440001
20181010T1600,34.276203,0.0,43.0,1004.4,13.104198,21.96
20181010T1700,32.486202,0.0,50.0,1003.7,12.904882,13.679999
20181010T1800,31.0362,0.0,59.0,1004.2,13.281023,12.959999
20181010T1900,30.2862,0.0,66.0,1004.9,15.39184,12.599999
20181010T2000,29.6362,0.0,71.0,1005.5,18.0,19.8
20181010T2100,28.9362,0.0,79.0,1006.2,18.775301,24.119999
20181010T2200,28.6362,0.0,80.0,1006.5,18.175545,21.599998
20181010T2300,28.4562,0.0,80.0,1006.4,18.584509,18.359999
20181011T0000,28.3862,0.0,84.0,1006.3,19.652176,21.96
20181011T0100,28.1362,0.0,86.0,1005.4,20.176065,21.24
20181011T0200,27.4962,0.0,83.0,1004.8,19.022177,22.319998
20181011T0300,26.8562,0.0,82.0,1004.5,17.148247,21.24
20181011T0400,26.3262,0.0,82.0,1004.9,15.021105,20.16
20181011T0500,25.8362,0.0,83.0,1005.4,13.392774,21.599998
20181011T0600,25.5762,0.0,84.0,1005.7,12.682018,19.08
20181011T0700,27.6662,0.0,71.0,1006.4,12.096214,18.0
20181011T0800,30.6862,0.0,57.0,1006.8,11.183201,17.28
20181011T0900,33.8862,0.0,42.0,1007.1,9.83268,16.56
20181011T1000,35.8862,0.0,33.0,1006.5,7.5942082,14.4
20181011T1100,37.0662,0.0,27.0,1005.9,4.3498964,5.7599998
20181011T1200,37.826202,0.0,26.0,1005.2,2.7416782,9.36
20181011T1300,37.6062,0.0,29.0,1004.2,8.759178,9.36
20181011T1400,36.0362,0.0,41.0,1003.8,20.192118,17.64
20181011T1500,33.806202,0.0,57.0,1003.6,27.887802,25.919998
20181011T1600,32.1762,0.0,65.0,1004.1,30.0767,27.0
20181011T1700,31.5362,0.0,64.0,1004.2,25.812277,24.48
20181011T1800,29.8762,0.0,74.0,1004.7,27.551172,26.28
20181011T1900,29.2962,0.0,77.0,1005.7,28.835976,26.64
20181011T2000,28.8762,0.0,79.0,1006.3,28.442278,24.48
20181011T2100,28.596199,0.0,80.0,1006.8,28.835976,24.119999
20181011T2200,28.2562,0.0,82.0,1006.8,29.427662,24.119999
20181011T2300,28.2162,0.0,77.0,1006.8,30.659237,24.119999
20181012T0000,27.7762,0.0,78.0,1006.9,29.215502,26.28
20181012T0100,27.2062,0.0,80.0,1006.3,27.553524,24.84
20181012T0200,26.8162,0.0,79.0,1006.1,25.992397,23.4
20181012T0300,26.3762,0.0,80.0,1006.2,23.363974,21.24
20181012T0400,26.0062,0.0,83.0,1006.8,22.782625,25.56
20181012T0500,25.7062,0.0,86.0,1007.4,22.782625,31.319998
20181012T0600,25.676199,0.0,88.0,1007.8,23.363974,32.760002
20181012T0700,27.0862,0.0,82.0,1008.5,24.985659,26.64
20181012T0800,29.1162,0.0,71.0,1008.8,24.063513,25.199999
20181012T0900,31.5562,0.0,58.0,1009.0,19.61587,18.0
20181012T1000,33.736202,0.0,48.0,1008.5,11.4862,16.199999
20181012T1100,35.2662,0.0,42.0,1007.9,6.193674,11.159999
20181012T1200,36.116203,0.0,38.0,1007.3,4.32,6.12
20181012T1300,36.3762,0.0,36.0,1006.3,6.489992,3.6
20181012T1400,35.7862,0.0,39.0,1005.7,13.479583,6.4799995
20181012T1500,34.896202,0.0,48.0,1005.1,20.774214,14.759999
20181012T1600,32.9462,0.0,60.0,1005.5,25.14852,20.16
20181012T1700,30.0862,0.0,77.0,1006.6,25.14852,26.64
20181012T1800,29.2062,0.0,82.0,1007.1,23.006226,19.8
20181012T1900,28.9162,0.0,84.0,1007.8,22.206486,25.56
20181012T2000,28.7662,0.0,84.0,1008.3,21.915693,18.0
20181012T2100,28.6162,0.0,84.0,1008.8,21.2522,24.119999
20181012T2200,28.3762,0.0,85.0,1008.9,22.104116,23.039999
20181012T2300,28.2062,0.0,85.0,1008.9,23.411074,22.319998
20181013T0000,27.9862,0.0,84.0,1009.0,23.770906,28.08
20181013T0100,27.7762,0.0,85.0,1008.6,23.893261,25.919998
20181013T0200,27.5362,0.0,85.0,1008.4,25.582806,27.0
20181013T0300,27.2662,0.0,85.0,1008.2,22.79684,23.4
20181013T0400,27.0162,0.0,86.0,1008.7,20.858265,24.84
20181013T0500,26.7762,0.0,86.0,1009.3,20.056877,20.519999
20181013T0600,26.8662,0.0,84.0,1009.8,20.858265,25.919998
20181013T0700,27.8562,0.0,79.0,1010.5,23.006226,24.48
20181013T0800,28.9762,0.0,74.0,1011.1,23.683512,25.56
20181013T0900,30.596199,0.0,67.0,1011.5,22.963936,23.4
20181013T1000,32.0362,0.0,62.0,1011.1,22.104116,22.68
20181013T1100,33.0862,0.0,58.0,1010.4,23.051247,22.68
20181013T1200,33.576202,0.0,57.0,1010.0,23.73271,18.0
20181013T1300,33.1262,0.0,60.0,1008.9,24.884306,18.72
20181013T1400,32.276203,0.0,63.0,1008.4,25.233406,18.359999
20181013T1500,31.9062,0.0,66.0,1007.9,24.975283,22.319998
20181013T1600,31.1562,0.0,69.0,1008.2,25.620771,21.599998
20181013T1700,29.9462,0.0,71.0,1009.1,23.936617,23.4
20181013T1800,29.1162,0.0,76.0,1009.4,23.157824,22.68
20181013T1900,28.8362,0.0,79.0,1010.2,23.143827,23.039999
20181013T2000,28.6162,0.0,82.0,1010.7,23.688984,24.48
20181013T2100,28.3762,0.0,85.0,1011.1,24.627787,26.28
20181013T2200,28.3962,0.0,85.0,1011.1,24.858253,27.0
20181013T2300,28.2662,0.0,85.0,1011.0,25.006397,24.48