location,Patna,Patna,Patna,Patna,Patna,Patna
20211013T1300,34.521503,0.0,45.0,1003.1,11.525623,10.08
20211013T1400,34.751503,0.0,41.0,1002.1,11.874544,10.440001
20211013T1500,34.3515,0.0,42.0,1001.5,13.138765,10.440001
20211013T1600,33.4515,0.0,45.0,1001.6,12.371645,8.64
20211013T1700,31.5315,0.0,50.0,1002.1,9.028754,14.759999
20211013T1800,29.821499,0.0,56.0,1002.7,9.793058,17.28
20211013T1900,28.0415,0.0,63.0,1003.0,8.891344,19.08
20211013T2000,26.5515,0.0,68.0,1003.9,8.854829,21.599998
20211013T2100,25.4215,0.0,73.0,1004.8,8.0899935,18.359999
20211013T2200,25.0615,0.0,73.0,1004.6,8.217153,17.64
20211013T2300,24.661499,0.0,74.0,1004.2,8.534353,17.64
20200930T0000,28.2015,0.0,72.0,1003.1,5.8048253,8.28
20200930T0100,27.5815,0.0,75.0,1002.8,6.12,7.92
20200930T0200,27.0215,0.0,77.0,1002.2,6.28713,7.92
20200930T0300,26.5515,0.0,79.0,1001.8,6.151683,7.92
20200930T0400,26.2215,0.0,80.0,1002.0,5.634891,7.5599995
20200930T0500,25.9215,0.0,81.0,1002.5,5.3517847,5.3999996
20200930T0600,26.7215,0.0,79.0,1003.0,5.0528407,4.68
20200930T0700,29.2015,0.0,74.0,1003.4,1.9386592,2.8799999
20200930T0800,31.651499,0.0,64.0,1004.1,1.1384199,2.52
20200930T0900,33.1715,0.0,55.0,1004.2,2.7416782,4.68
20200930T1000,33.911503,0.0,47.0,1004.2,4.1046314,4.68
20200930T1100,34.5815,0.0,46.0,1003.5,3.7585104,5.04
20200930T1200,35.0115,0.0,45.0,1002.7,4.379589,3.96
20200930T1300,35.341503,0.0,44.0,1001.9,5.8048253,4.68
20200930T1400,35.3615,0.0,44.0,1000.8,7.2805495,6.12
20200930T1500,35.1115,0.0,44.0,1000.0,7.5170207,7.2
20200930T1600,34.5815,0.0,45.0,1000.0,7.5170207,6.8399997
20200930T1700,33.181503,0.0,51.0,1001.4,4.3498964,4.68
20200930T1800,32.371502,0.0,52.0,1002.2,7.289444,11.5199995
20200930T1900,30.5215,0.0,61.0,1003.0,10.163227,13.32
20200930T2000,29.1015,0.0,72.0,1003.6,11.770403,19.8
20200930T2100,28.1215,0.0,80.0,1003.8,8.089993,15.4800005
20200930T2200,27.651499,0.0,83.0,1003.5,5.815978,15.84
20200930T2300,27.4515,0.0,84.0,1003.2,4.5536795,14.4
20201001T0000,27.1915,0.0,86.0,1003.0,4.73506,14.04
20201001T0100,26.821499,0.0,88.0,1002.6,5.04,14.4
20201001T0200,26.3815,0.0,90.0,1001.9,5.3999996,14.759999
20201001T0300,25.991499,0.0,92.0,1001.4,5.8048253,14.759999
20201001T0400,25.6715,0.0,94.0,1001.9,5.8048253,12.24
20201001T0500,25.3815,0.0,95.0,1002.4,6.28713,11.5199995
20201001T0600,26.5415,0.0,90.0,1002.9,6.830519,11.5199995
20201001T0700,29.661499,0.0,72.0,1003.2,7.289445,9.0
20201001T0800,31.9615,0.0,61.0,1003.7,6.830519,7.2
20201001T0900,33.521503,0.0,53.0,1003.8,7.2805495,6.8399997
20201001T1000,34.4415,0.0,49.0,1003.4,5.3517847,3.96
20201001T1100,35.001503,0.0,48.0,1002.7,4.5536795,9.36
20201001T1200,34.3815,0.1,48.0,1002.1,3.096837,3.2399998
20201001T1300,34.271503,0.2,48.0,1001.6,3.671294,3.96
20201001T1400,33.9915,0.3,48.0,1001.0,4.6938252,3.96
20201001T1500,34.2015,0.2,48.0,1000.5,5.0528407,5.7599998
20201001T1600,33.641502,0.0,50.0,1000.6,6.130579,6.12
20201001T1700,32.661503,0.0,61.0,1000.8,0.71999997,1.8
20201001T1800,32.4515,0.0,53.0,1001.4,4.0249224,4.32
20201001T1900,31.911499,0.0,55.0,1002.0,5.8603754,6.8399997
20201001T2000,31.2815,0.0,58.0,1002.7,6.162207,7.92
20201001T2100,30.661499,0.0,61.0,1003.1,5.04,8.28
20201001T2200,30.071499,0.0,64.0,1002.9,4.73506,7.92
20201001T2300,29.241499,0.0,67.0,1002.4,5.1544156,7.92
20201002T0000,28.5815,0.0,70.0,1002.1,5.8603754,7.92
20201002T0100,27.991499,0.0,72.0,1001.9,6.2145634,7.92
20201002T0200,27.4815,0.0,73.0,1001.6,6.379216,8.64
20201002T0300,27.0415,0.0,74.0,1001.4,6.28713,8.64
20201002T0400,26.6815,0.0,74.0,1001.8,5.634891,8.64
20201002T0500,26.3515,0.0,75.0,1002.2,5.315336,8.28
20201002T0600,26.9815,0.0,73.0,1002.8,3.8939953,6.4799995
20201002T0700,29.3415,0.0,70.0,1003.3,1.9386592,3.96
20201002T0800,31.8915,0.0,55.0,1004.1,2.4149535,3.2399998
20201002T0900,33.4915,0.0,49.0,1004.3,3.319036,5.7599998
20201002T1000,34.461502,0.0,48.0,1004.3,4.2136917,3.6
20201002T1100,35.0415,0.0,47.0,1003.6,8.287822,5.7599998
20201002T1200,34.2015,0.1,50.0,1003.0,12.261158,8.64
20201002T1300,33.1315,0.5,56.0,1002.7,15.226764,11.879999
20201002T1400,32.001503,0.4,62.0,1002.3,14.917212,12.959999
20201002T1500,32.161503,0.1,62.0,1001.7,14.264361,13.679999
20201002T1600,31.741499,0.0,63.0,1001.9,13.5515,12.599999
20201002T1700,30.8315,0.0,70.0,1002.3,3.8773184,5.7599998
20201002T1800,30.2815,0.0,70.0,1002.9,5.4833565,7.2
20201002T1900,29.8915,0.0,72.0,1003.6,5.95906,9.0
20201002T2000,29.5115,0.0,74.0,1004.3,6.151683,9.36
20201002T2100,29.1015,0.0,76.0,1004.8,6.638072,11.159999
20201002T2200,28.5815,0.0,79.0,1004.5,6.489992,12.24
20201002T2300,27.911499,0.0,83.0,1004.2,6.924738,11.5199995
20201003T0000,27.401499,0.0,86.0,1004.0,7.0911775,10.08
20201003T0100,27.1715,0.0,86.0,1003.9,6.989936,15.119999
20201003T0200,26.9515,0.0,87.0,1003.7,6.193674,14.04
20201003T0300,26.6715,0.0,88.0,1003.5,5.634891,11.879999
20201003T0400,26.411499,0.0,90.0,1003.8,5.5887027,10.08
20201003T0500,26.2315,0.0,92.0,1004.2,5.4477882,9.36
20201003T0600,27.1215,0.0,89.0,1004.6,6.12,8.64
20201003T0700,29.2815,0.0,80.0,1005.1,5.495161,8.28
20201003T0800,29.411499,1.5,77.0,1005.5,5.815978,7.5599995
20201003T0900,29.8415,1.0,73.0,1006.0,6.4799995,8.64
20201003T1000,29.991499,1.0,72.0,1005.9,5.771239,8.28
20201003T1100,30.1715,0.8,72.0,1005.4,6.489992,8.64
20201003T1200,30.6215,0.4,71.0,1004.8,6.5693827,9.36
20201003T1300,30.8115,0.3,69.0,1004.2,5.8048253,9.0
20201003T1400,31.1315,0.1,67.0,1003.2,5.771239,7.92
20201003T1500,30.911499,0.2,67.0,1002.7,5.3999996,7.2
20201003T1600,31.0615,0.0,67.0,1002.9,5.771239,6.8399997
20201003T1700,30.651499,0.3,68.0,1003.7,4.198285,6.12
20201003T1800,29.9615,0.0,73.0,1004.5,5.95906,7.5599995
20201003T1900,29.2715,0.0,77.0,1005.2,6.6185193,9.0
20201003T2000,28.661499,0.0,81.0,1005.7,6.489992,9.72
20201003T2100,28.1815,0.0,83.0,1006.1,6.489992,10.08
20201003T2200,27.7215,0.0,85.0,1005.9,6.0347,10.08
20201003T2300,27.3815,0.0,87.0,1005.8,5.5887027,9.36
20201004T0000,27.1015,0.0,88.0,1005.6,5.0528407,12.599999
20201004T0100,26.8115,0.0,89.0,1005.3,4.68,12.959999
20201004T0200,26.5415,0.0,90.0,1004.7,4.6938252,12.599999
20201004T0300,26.3415,0.0,91.0,1004.4,4.3349743,12.24
20201004T0400,26.241499,0.0,91.0,1004.8,3.96,11.5199995
20201004T0500,26.1915,0.0,91.0,1005.3,3.6179552,10.440001
20201004T0600,26.5815,0.0,90.0,1005.8,2.5455842,7.5599995
20201004T0700,27.5115,0.0,88.0,1006.1,1.609969,3.96
20201004T0800,28.991499,0.0,80.0,1006.3,1.5273507,1.8
20201004T0900,29.9815,0.6,74.0,1006.8,0.71999997,4.68
20201004T1000,30.241499,0.5,71.0,1006.6,1.9386592,5.3999996
20201004T1100,30.5115,0.3,68.0,1005.8,1.609969,4.68
20201004T1200,30.9415,0.2,66.0,1004.8,1.609969,4.32
20201004T1300,31.3115,0.1,65.0,1004.0,1.484318,3.6
20201004T1400,31.8315,0.0,63.0,1003.0,1.08,3.6
20201004T1500,31.8615,0.0,61.0,1002.3,0.8049845,4.68
20201004T1600,31.8015,0.0,61.0,1002.3,2.2768397,5.04
20201004T1700,29.7915,0.0,71.0,1004.0,2.9024127,4.68
20201004T1800,29.5415,0.0,72.0,1004.7,1.1384199,2.8799999
20201004T1900,29.2815,0.0,73.0,1005.2,1.484318,2.8799999
20201004T2000,29.0415,0.0,74.0,1005.9,1.4399999,3.2399998
20201004T2100,28.7815,0.0,75.0,1006.4,1.2979984,3.6
20201004T2200,28.5415,0.0,75.0,1006.4,1.9386592,3.96
20201004T2300,28.2715,0.0,77.0,1006.1,3.0758414,5.04
20201005T0000,27.8315,0.0,79.0,1005.7,3.7064266,6.12
20201005T0100,27.3815,0.0,81.0,1005.1,4.0249224,6.4799995
20201005T0200,26.9815,0.0,83.0,1004.5,4.0249224,6.4799995
20201005T0300,26.6215,0.0,85.0,1004.3,3.8939953,6.8399997
20201005T0400,26.321499,0.0,86.0,1004.8,4.1046314,7.2
20201005T0500,26.0615,0.0,88.0,1005.3,3.8939953,6.8399997
20201005T0600,26.7015,0.0,87.0,1005.7,3.396233,6.12
20201005T0700,28.8015,0.0,79.0,1006.0,3.4152596,4.32
20201005T0800,30.3315,0.3,72.0,1006.2,2.9024127,3.6
20201005T0900,29.821499,1.0,72.0,1006.7,2.9024127,5.04
20201005T1000,30.0515,0.7,72.0,1006.5,2.5455842,4.68
20201005T1100,30.2315,0.6,71.0,1005.9,2.1897945,4.32
20201005T1200,30.4415,0.6,69.0,1005.2,2.1897945,3.96
20201005T1300,30.6415,0.6,68.0,1004.6,1.9386592,3.2399998
20201005T1400,30.5015,0.5,68.0,1003.8,1.609969,2.8799999
20201005T1500,30.4215,0.4,69.0,1003.3,1.1384199,2.16
20201005T1600,30.401499,0.1,69.0,1003.6,0.71999997,1.8
20201005T1700,30.3315,0.2,71.0,1003.7,4.3498964,6.4799995
20201005T1800,29.6815,0.0,74.0,1004.4,5.6002855,8.28
20201005T1900,29.0915,0.0,78.0,1005.0,6.439876,9.36
20201005T2000,28.5015,0.0,81.0,1005.8,6.489992,10.08
20201005T2100,28.1315,0.0,83.0,1006.3,5.937272,11.5199995
20201005T2200,27.7715,0.0,84.0,1006.1,5.5887027,11.159999
20201005T2300,27.4215,0.0,84.0,1005.9,5.2416787,10.08
20201006T0000,27.1415,0.0,85.0,1005.8,4.3498964,9.0
20201006T0100,26.911499,0.0,86.0,1005.6,3.8268526,7.92
20201006T0200,26.6815,0.0,86.0,1005.1,3.5455887,6.8399997
20201006T0300,26.3815,0.0,87.0,1004.7,4.0249224,6.4799995
20201006T0400,26.1415,0.0,88.0,1005.0,4.3349743,6.4799995
20201006T0500,25.9615,0.0,89.0,1005.7,4.0249224,6.4799995
20201006T0600,26.6315,0.0,87.0,1006.4,3.671294,6.4799995
20201006T0700,28.7215,0.0,80.0,1007.0,3.7064266,6.12
20201006T0800,29.0015,1.0,78.0,1007.6,3.0758414,4.32
20201006T0900,29.491499,0.4,73.0,1008.0,4.0249224,6.12
20201006T1000,30.0015,0.2,71.0,1007.7,3.319036,5.3999996
20201006T1100,30.6815,0.1,67.0,1007.1,3.2599385,5.3999996
20201006T1200,31.8115,0.0,64.0,1006.4,2.9024127,5.04
20201006T1300,31.971498,0.0,61.0,1005.8,2.6208394,4.68
20201006T1400,31.3415,0.2,62.0,1004.8,2.1897945,2.8799999
20201006T1500,31.2315,0.1,63.0,1004.3,2.5455842,3.2399998
20201006T1600,31.2815,0.0,62.0,1004.6,2.968636,3.6
20201006T1700,30.2015,0.1,68.0,1004.8,6.696387,8.64
20201006T1800,29.411499,0.0,72.0,1005.6,7.127636,10.799999
20201006T1900,28.7515,0.0,75.0,1006.4,7.386582,12.24
20201006T2000,28.2915,0.0,78.0,1007.3,6.9153743,13.32
20201006T2100,28.0215,0.0,79.0,1007.8,6.489992,13.32
20201006T2200,27.7315,0.0,80.0,1007.6,6.151683,13.32
20201006T2300,27.3715,0.0,82.0,1007.3,5.8603754,13.32
20201007T0000,27.0215,0.0,83.0,1007.2,6.12,13.679999
20201007T0100,26.661499,0.0,85.0,1007.0,6.162207,13.679999
20201007T0200,26.2615,0.0,87.0,1006.8,6.28713,14.04
20201007T0300,25.8715,0.0,89.0,1006.7,6.28713,13.32
20201007T0400,25.4815,0.0,91.0,1007.2,6.379216,13.679999
20201007T0500,25.071499,0.0,93.0,1007.8,6.6185193,13.679999
20201007T0600,25.8315,0.0,91.0,1008.5,7.729527,11.159999
20201007T0700,28.6415,0.0,80.0,1009.3,10.308831,12.599999
20201007T0800,30.5315,0.0,69.0,1009.9,11.659777,12.959999
20201007T0900,31.3515,0.0,64.0,1010.3,10.823973,11.879999
20201007T1000,31.971498,0.0,61.0,1009.6,9.746631,10.08
20201007T1100,31.4815,0.2,62.0,1008.7,9.0,10.08
20201007T1200,31.7215,0.1,61.0,1007.8,8.4042845,9.0
20201007T1300,32.2615,0.0,59.0,1007.0,6.725354,7.2
20201007T1400,32.771503,0.0,57.0,1006.0,4.452954,5.7599998
20201007T1500,32.571503,0.0,57.0,1005.4,3.4152596,4.32
20201007T1600,32.181503,0.0,58.0,1005.5,2.9024127,4.32
20201007T1700,32.141502,0.0,57.0,1005.6,5.3517847,5.7599998
20201007T1800,31.5215,0.0,60.0,1006.5,6.792466,7.2
20201007T1900,30.8715,0.0,64.0,1007.3,8.534353,13.679999
20201007T2000,29.491499,0.0,71.0,1007.8,8.217153,17.64
20201007T2100,28.6715,0.0,75.0,1008.2,7.289445,16.199999
20201007T2200,28.0515,0.0,78.0,1008.0,6.489992,12.599999
20201007T2300,27.6415,0.0,80.0,1007.8,6.1305785,14.4
20201008T0000,27.3615,0.0,82.0,1007.7,5.6233797,14.04
20201008T0100,27.0415,0.0,84.0,1007.7,5.315336,11.879999
20201008T0200,26.6415,0.0,86.0,1007.4,5.3517847,11.879999
20201008T0300,26.241499,0.0,89.0,1007.3,5.5887027,10.08
20201008T0400,25.911499,0.0,91.0,1007.7,5.4477882,13.679999
20201008T0500,25.6215,0.0,92.0,1008.3,5.4119864,12.599999
20201008T0600,26.3615,0.0,90.0,1008.8,5.4477882,10.08
20201008T0700,28.7715,0.0,80.0,1009.3,6.28713,9.0
20201008T0800,30.5115,0.0,68.0,1009.9,8.669949,10.799999
20201008T0900,31.741499,0.0,62.0,1010.0,9.422101,10.799999
20201008T1000,32.661503,0.0,57.0,1009.4,9.114471,9.36
20201008T1100,33.3115,0.0,55.0,1008.5,7.5942073,8.28
20201008T1200,33.8815,0.0,50.0,1007.6,6.5693827,9.36
20201008T1300,34.2015,0.0,49.0,1006.8,5.04,7.92
20201008T1400,34.231503,0.0,49.0,1005.8,3.7585104,4.68
20201008T1500,34.001503,0.0,49.0,1005.1,3.0547013,5.3999996
20201008T1600,33.4415,0.0,51.0,1005.1,2.4149535,5.7599998
20201008T1700,31.971498,0.0,58.0,1005.6,4.8433046,5.3999996
20201008T1800,31.3915,0.0,60.0,1006.2,5.904439,7.2
20201008T1900,30.7815,0.0,63.0,1006.8,6.489992,7.5599995
20201008T2000,29.991499,0.0,67.0,1007.5,6.6087217,8.28
20201008T2100,29.241499,0.0,71.0,1008.0,6.792466,9.0
20201008T2200,28.5515,0.0,74.0,1008.0,6.989936,9.36
20201008T2300,28.0615,0.0,76.0,1007.9,6.4096174,9.36
20201009T0000,27.7315,0.0,78.0,1007.8,5.6233797,9.0
20201009T0100,27.3115,0.0,80.0,1007.8,5.4833565,11.159999
20201009T0200,26.8815,0.0,82.0,1007.7,5.771239,11.879999
20201009T0300,26.9715,0.0,83.0,1007.8,4.68,10.08
20201009T0400,26.901499,0.0,84.0,1008.1,4.6938252,11.159999
20201009T0500,26.4515,0.0,86.0,1008.3,4.73506,9.0
20201009T0600,27.071499,0.0,84.0,1008.9,5.771239,9.72
20201009T0700,29.1715,0.0,76.0,1009.3,8.089993,8.64
20201009T0800,31.2815,0.0,67.0,1010.0,8.049845,6.8399997
20201009T0900,32.821503,0.0,59.0,1010.4,4.072935,5.7599998
20201009T1000,33.4715,0.0,52.0,1009.7,4.3349743,5.04
20201009T1100,34.2415,0.0,49.0,1008.6,3.2599385,3.6
20201009T1200,34.771503,0.0,47.0,1007.7,2.2768397,3.6
20201009T1300,35.181503,0.0,45.0,1007.0,2.0991426,2.16
20201009T1400,35.231503,0.0,44.0,1006.1,3.319036,2.52
20201009T1500,34.9915,0.0,45.0,1005.4,4.6938252,3.96
20201009T1600,34.4415,0.0,46.0,1005.3,5.04,5.7599998
20201009T1700,32.641502,0.0,49.0,1005.7,6.3690495,7.5599995
20201009T1800,32.141502,0.0,50.0,1006.3,5.1165614,6.8399997
20201009T1900,31.8115,0.0,51.0,1007.1,3.7064266,6.12
20201009T2000,31.3715,0.0,53.0,1007.9,3.5455887,6.12
20201009T2100,30.741499,0.0,55.0,1008.4,3.8773184,6.12
20201009T2200,29.8815,0.0,58.0,1008.1,4.829907,7.5599995
20201009T2300,29.1015,0.0,62.0,1007.8,5.495161,9.36
20201010T0000,28.3815,0.0,64.0,1007.6,6.4096174,10.799999
20201010T0100,27.7115,0.0,67.0,1007.5,6.3690495,11.879999
20201010T0200,27.0415,0.0,69.0,1007.1,6.696387,13.32
20201010T0300,26.4515,0.0,71.0,1006.8,5.991594,13.679999
20201010T0400,26.0015,0.0,72.0,1006.8,4.39436,12.959999
20201010T0500,25.651499,0.0,73.0,1007.0,3.6,11.159999
20201010T0600,26.2115,0.0,75.0,1007.4,3.671294,9.0
20201010T0700,28.1815,0.0,72.0,1007.9,2.1897945,7.92
20201010T0800,31.3315,0.0,53.0,1008.6,2.4149535,6.4799995
20201010T0900,33.1915,0.0,43.0,1008.7,5.315336,7.5599995
20201010T1000,34.141502,0.0,40.0,1007.8,8.669949,9.72
20201010T1100,34.7215,0.0,40.0,1006.6,8.287822,7.5599995
20201010T1200,35.161503,0.0,38.0,1005.6,7.754637,8.64
20201010T1300,35.3515,0.0,38.0,1004.9,7.771331,8.64
20201010T1400,35.3115,0.0,37.0,1004.2,8.311245,10.799999
20201010T1500,34.891502,0.0,38.0,1003.7,8.647496,8.64
20201010T1600,34.0415,0.0,41.0,1003.8,8.28,8.28
20201010T1700,32.5415,0.0,51.0,1004.6,6.6185193,10.08
20201010T1800,31.8915,0.0,52.0,1005.4,6.297428,8.28
20201010T1900,31.3415,0.0,53.0,1006.2,5.3517847,7.92
20201010T2000,30.8415,0.0,53.0,1006.9,4.8965297,7.5599995
20201010T2100,30.3115,0.0,54.0,1007.3,4.6800003,7.5599995
20201010T2200,29.7915,0.0,55.0,1007.0,4.452954,7.2
20201010T2300,29.3515,0.0,55.0,1006.7,4.0249224,6.4799995
20201011T0000,28.911499,0.0,56.0,1006.5,3.671294,5.7599998
20201011T0100,28.3715,0.0,57.0,1006.5,3.2599385,5.3999996
20201011T0200,27.821499,0.0,59.0,1006.1,3.2399998,5.3999996
20201011T0300,27.2515,0.0,61.0,1005.7,3.2599385,5.04
20201011T0400,26.741499,0.0,63.0,1005.7,2.7416782,4.68
20201011T0500,26.2615,0.0,65.0,1005.9,2.0991426,4.32
20201011T0600,26.991499,0.0,67.0,1006.3,1.8,3.96
20201011T0700,28.5315,0.0,63.0,1006.9,0.8049845,3.96
20201011T0800,31.5115,0.0,53.0,1007.7,1.835647,2.52
20201011T0900,33.521503,0.0,44.0,1007.8,1.8,6.4799995
20201011T1000,33.9515,0.0,45.0,1006.8,2.9024127,5.3999996
20201011T1100,34.6315,0.0,42.0,1005.6,5.4477882,6.4799995
20201011T1200,35.051502,0.0,41.0,1004.6,6.2145634,8.28
20201011T1300,35.2615,0.0,41.0,1003.8,6.519877,8.28
20201011T1400,35.2015,0.0,41.0,1002.9,7.5685663,9.72
20201011T1500,34.821503,0.0,42.0,1002.3,7.92,10.08
20201011T1600,34.0815,0.0,43.0,1002.4,7.2,9.72
20201011T1700,32.0315,0.0,43.0,1003.0,6.379216,7.5599995
20201011T1800,31.4815,0.0,45.0,1003.4,4.802999,6.8399997
20201011T1900,31.0815,0.0,46.0,1004.0,3.96,5.7599998
20201011T2000,30.5115,0.0,48.0,1004.6,3.7585104,5.3999996
20201011T2100,29.9715,0.0,50.0,1005.1,4.0249224,5.04
20201011T2200,29.3415,0.0,52.0,1005.0,4.198285,4.68
20201011T2300,28.8515,0.0,53.0,1004.8,4.0249224,4.32
20201012T0000,28.321499,0.0,55.0,1004.8,3.5455887,3.96
20201012T0100,27.7815,0.0,57.0,1004.9,2.5455842,2.8799999
20201012T0200,27.2715,0.0,59.0,1004.6,1.9386592,2.8799999
20201012T0300,26.8315,0.0,60.0,1004.4,2.4149535,3.6
20201012T0400,26.3815,0.0,62.0,1004.6,2.5455842,3.96
20201012T0500,25.8815,0.0,64.0,1005.1,2.1897945,3.6
20201012T0600,26.4415,0.0,66.0,1005.5,2.5959969,3.96
20201012T0700,28.0215,0.0,63.0,1005.9,1.609969,3.6
20201012T0800,31.0515,0.0,53.0,1006.3,2.9024127,2.8799999
20201012T0900,33.091503,0.0,45.0,1006.2,3.2399998,2.8799999
20201012T1000,34.021503,0.0,40.0,1005.4,0.8049845,2.8799999
20201012T1100,34.6015,0.0,39.0,1004.4,1.4399999,2.8799999
20201012T1200,35.021503,0.0,39.0,1003.5,2.0991426,3.6
20201012T1300,35.2415,0.0,39.0,1002.9,3.096837,4.32
20201012T1400,35.1915,0.0,40.0,1002.2,3.8939953,4.68
20201012T1500,34.8315,0.0,41.0,1001.7,4.6938257,5.7599998
20201012T1600,34.1015,0.0,44.0,1002.0,5.00128,6.12
20201012T1700,32.5615,0.0,45.0,1002.4,3.8773184,3.96
20201012T1800,31.951498,0.0,47.0,1003.3,2.968636,3.2399998
20201012T1900,31.3615,0.0,49.0,1003.9,2.16,2.16
20201012T2000,30.8915,0.0,50.0,1004.4,1.5273507,1.08
20201012T2100,30.651499,0.0,51.0,1004.8,3.2399998,3.2399998
20201012T2200,29.9415,0.0,52.0,1004.9,4.6938252,5.04
20201012T2300,29.2115,0.0,54.0,1004.7,5.3517847,6.4799995
20201013T0000,28.5915,0.0,55.0,1004.6,5.8048253,7.5599995
20201013T0100,27.9815,0.0,57.0,1004.6,6.193674,8.64
20201013T0200,27.3515,0.0,59.0,1004.2,6.489992,9.72
20201013T0300,26.7515,0.0,61.0,1004.1,7.2,11.159999
20201013T0400,26.2015,0.0,63.0,1004.5,7.145796,11.159999
20201013T0500,25.6915,0.0,65.0,1005.0,6.8777895,12.599999
20201013T0600,26.2515,0.0,66.0,1005.5,5.904439,11.5199995
20201013T0700,28.161499,0.0,63.0,1005.9,3.396233,11.159999
20201013T0800,31.491499,0.0,53.0,1006.6,5.937272,7.5599995
20201013T0900,33.5415,0.0,45.0,1006.8,7.771331,7.92
20201013T1000,34.3815,0.0,44.0,1006.2,5.3999996,5.7599998
20201013T1100,34.9915,0.0,43.0,1005.2,2.8799999,4.32
20201013T1200,35.411503,0.0,42.0,1004.3,1.835647,3.96
20201013T1300,35.6515,0.0,42.0,1003.6,1.2979984,3.2399998
20201013T1400,35.621502,0.0,43.0,1002.7,1.1384199,3.2399998
20201013T1500,35.3115,0.0,44.0,1002.2,0.71999997,2.8799999
