location,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi
20201013T1600,35.4392,0.0,20.0,1003.0,1.2979984,1.8
20201013T1700,34.1492,0.0,29.0,1003.8,2.5455842,4.32
20201013T1800,33.589203,0.0,31.0,1004.3,1.609969,2.16
20201013T1900,33.229202,0.0,31.0,1004.7,4.452954,5.04
20201013T2000,32.729202,0.0,32.0,1005.2,6.151683,6.4799995
20201013T2100,31.989199,0.0,33.0,1005.8,7.24486,8.64
20201013T2200,31.069199,0.0,35.0,1005.9,7.289445,9.72
20201013T2300,30.079199,0.0,37.0,1005.9,7.386582,10.799999
20190930T0000,24.239199,0.0,84.0,1011.4,8.225035,12.959999
20190930T0100,24.079199,0.0,85.0,1011.2,8.049845,11.879999
20190930T0200,23.899199,0.0,86.0,1010.7,7.5685663,11.159999
20190930T0300,23.6892,0.0,87.0,1010.2,6.8399997,10.440001
20190930T0400,23.569199,0.0,88.0,1010.4,6.489992,9.72
20190930T0500,23.5392,0.0,88.0,1010.7,5.771239,9.36
20190930T0600,23.5992,0.0,87.0,1011.0,5.1544156,8.28
20190930T0700,24.059198,0.0,85.0,1011.2,6.3690495,8.28
20190930T0800,24.819199,0.0,82.0,1011.9,6.28713,7.2
20190930T0900,25.649199,0.0,78.0,1012.4,5.1544156,5.3999996
20190930T1000,26.5092,0.0,74.0,1012.1,4.379589,3.96
20190930T1100,26.8492,0.0,72.0,1011.3,3.0547013,4.32
20190930T1200,27.479198,0.1,69.0,1010.7,2.16,2.8799999
20190930T1300,28.809198,0.0,63.0,1009.9,0.8049845,1.8
20190930T1400,29.5392,0.0,59.0,1008.7,1.8,2.16
20190930T1500,29.9592,0.0,57.0,1007.6,3.2599385,3.6
20190930T1600,29.999199,0.0,56.0,1007.3,4.32,5.04
20190930T1700,28.829199,0.1,61.0,1007.3,11.252519,12.599999
20190930T1800,28.1292,0.0,63.0,1007.7,9.531505,11.159999
20190930T1900,27.319199,0.0,68.0,1008.1,9.826088,16.919998
20190930T2000,26.569199,0.0,72.0,1008.6,10.446206,19.44
20190930T2100,26.0192,0.0,75.0,1009.1,10.440001,21.599998
20190930T2200,25.5892,0.0,76.0,1009.0,10.08,22.319998
20190930T2300,25.239199,0.0,78.0,1008.9,9.72,22.319998
20191001T0000,24.8892,0.0,80.0,1008.9,9.007196,14.759999
20191001T0100,24.499199,0.0,82.0,1009.1,8.825508,14.4
20191001T0200,24.1792,0.0,84.0,1008.7,9.227524,14.759999
20191001T0300,24.249199,0.1,84.0,1008.2,9.360001,16.919998
20191001T0400,24.0192,0.0,85.0,1008.2,11.043261,20.16
20191001T0500,23.749199,0.0,87.0,1008.5,11.013882,12.959999
20191001T0600,23.479198,0.0,89.0,1008.6,11.252519,12.959999
20191001T0700,24.4592,0.0,85.0,1008.7,12.261158,10.440001
20191001T0800,26.2592,0.0,78.0,1009.2,12.768586,11.159999
20191001T0900,28.2192,0.0,72.0,1009.6,10.144082,9.36
20191001T1000,29.5892,0.0,62.0,1009.1,6.725354,5.3999996
20191001T1100,30.649199,0.0,56.0,1008.5,5.7599998,7.2
20191001T1200,31.559198,0.0,53.0,1007.8,5.506941,9.36
20191001T1300,32.299202,0.0,49.0,1007.2,6.0347,8.64
20191001T1400,32.6892,0.0,48.0,1006.1,6.6087217,10.440001
20191001T1500,32.7892,0.0,46.0,1005.3,7.8954163,10.799999
20191001T1600,32.6492,0.0,46.0,1005.4,8.669949,11.879999
20191001T1700,30.3892,0.0,53.0,1005.9,9.531505,10.08
20191001T1800,29.7092,0.0,55.0,1006.5,7.628263,10.08
20191001T1900,29.1992,0.0,57.0,1007.1,6.6185193,5.7599998
20191001T2000,28.6892,0.0,60.0,1007.9,6.379216,10.440001
20191001T2100,28.1892,0.0,62.0,1008.7,6.5693827,10.799999
20191001T2200,27.6192,0.0,64.0,1008.7,7.2359104,11.5199995
20191001T2300,27.0092,0.0,66.0,1008.7,7.92,10.440001
20191002T0000,26.399199,0.0,68.0,1008.8,7.9526596,10.440001
20191002T0100,25.7792,0.0,71.0,1009.2,8.4042845,11.159999
20191002T0200,25.1892,0.0,74.0,1009.0,8.473393,11.5199995
20191002T0300,24.7192,0.0,76.0,1008.7,8.473393,11.5199995
20191002T0400,24.319199,0.0,78.0,1008.8,8.209263,11.159999
20191002T0500,23.9492,0.0,80.0,1009.4,7.42159,10.799999
20191002T0600,23.649199,0.0,82.0,1009.9,7.42159,10.08
20191002T0700,24.9492,0.0,78.0,1010.4,6.489992,9.0
20191002T0800,26.989199,0.0,70.0,1011.0,9.107359,9.36
20191002T0900,29.0292,0.0,62.0,1011.4,8.217153,8.28
20191002T1000,30.2192,0.0,56.0,1010.9,3.7585104,7.2
20191002T1100,31.1992,0.0,53.0,1010.1,2.16,9.0
20191002T1200,32.159203,0.0,49.0,1009.3,2.3051248,8.64
20191002T1300,32.9492,0.0,46.0,1008.8,3.4152596,9.0
20191002T1400,33.4392,0.0,43.0,1007.7,5.506941,11.879999
20191002T1500,33.569202,0.0,41.0,1006.7,7.4128532,12.959999
20191002T1600,33.499203,0.0,39.0,1006.2,5.3517847,13.32
20191002T1700,32.0292,0.0,46.0,1006.7,5.8603754,12.24
20191002T1800,31.3692,0.0,48.0,1007.1,4.5536795,10.799999
20191002T1900,30.7892,0.0,51.0,1007.6,6.379216,6.8399997
20191002T2000,30.1192,0.0,53.0,1008.2,7.4128532,10.440001
20191002T2100,29.4392,0.0,55.0,1008.8,7.7043357,12.599999
20191002T2200,28.749199,0.0,57.0,1008.5,8.404285,10.08
20191002T2300,28.1392,0.0,59.0,1008.2,8.913181,11.5199995
20191003T0000,27.579199,0.0,61.0,1008.2,8.913181,7.5599995
20191003T0100,27.0492,0.0,64.0,1008.3,8.654987,9.72
20191003T0200,26.5492,0.0,66.0,1008.0,8.161764,12.599999
20191003T0300,26.079199,0.0,68.0,1007.7,7.653705,12.599999
20191003T0400,25.649199,0.0,71.0,1008.0,7.127636,12.24
20191003T0500,25.229198,0.0,73.0,1008.8,6.8777895,12.24
20191003T0600,24.899199,0.0,75.0,1009.3,6.9153743,12.24
20191003T0700,25.9692,0.0,72.0,1009.6,6.193674,11.159999
20191003T0800,27.989199,0.0,65.0,1010.0,7.5942082,8.64
20191003T0900,30.249199,0.0,57.0,1010.3,8.089993,8.64
20191003T1000,31.7692,0.0,50.0,1010.0,7.4128532,5.7599998
20191003T1100,32.8492,0.0,46.0,1009.4,3.219938,6.8399997
20191003T1200,33.7092,0.0,39.0,1008.9,2.0991426,5.3999996
20191003T1300,34.3492,0.0,36.0,1008.3,2.2768397,5.7599998
20191003T1400,34.7092,0.0,35.0,1007.3,3.8773184,6.12
20191003T1500,34.8592,0.0,34.0,1006.5,7.771331,8.28
20191003T1600,34.659203,0.0,32.0,1006.5,10.787993,10.799999
20191003T1700,32.9392,0.0,42.0,1006.9,3.5455887,9.72
20191003T1800,32.409203,0.0,41.0,1007.6,4.1046314,7.5599995
20191003T1900,32.319202,0.0,39.0,1008.0,3.219938,5.04
20191003T2000,32.0092,0.0,40.0,1008.5,4.32,4.32
20191003T2100,31.7992,0.0,40.0,1009.1,5.95906,5.3999996
20191003T2200,31.2992,0.0,42.0,1009.1,6.4096174,6.12
20191003T2300,30.5892,0.0,45.0,1009.1,6.4096174,6.8399997
20191004T0000,29.7792,0.0,48.0,1009.3,6.12,6.8399997
20191004T0100,29.079199,0.0,51.0,1009.4,6.0347,7.2
20191004T0200,28.2692,0.0,54.0,1009.1,5.04,7.2
20191004T0300,27.7092,0.0,56.0,1008.7,6.130579,6.12
20191004T0400,27.0292,0.0,59.0,1009.0,6.12,6.12
20191004T0500,26.479198,0.0,61.0,1009.5,5.8048253,6.4799995
20191004T0600,25.919199,0.0,65.0,1009.8,5.4477882,6.4799995
20191004T0700,26.479198,0.0,65.0,1009.9,4.2136917,7.5599995
20191004T0800,28.999199,0.0,58.0,1010.2,3.5455887,7.92
20191004T0900,31.2992,0.0,48.0,1010.5,5.3517847,9.36
20191004T1000,33.1092,0.0,39.0,1010.2,6.0347,8.28
20191004T1100,34.2892,0.0,31.0,1009.6,9.957108,11.879999
20191004T1200,34.9692,0.0,30.0,1008.9,9.726664,13.32
20191004T1300,35.5392,0.0,29.0,1008.1,10.233123,12.599999
20191004T1400,35.8492,0.0,27.0,1007.0,12.984975,13.32
20191004T1500,35.6992,0.0,26.0,1006.1,14.565548,12.599999
20191004T1600,35.3092,0.0,26.0,1006.2,14.480773,12.24
20191004T1700,32.7092,0.0,33.0,1007.5,13.479583,15.4800005
20191004T1800,31.6292,0.0,36.0,1008.0,9.693296,17.28
20191004T1900,30.739199,0.0,39.0,1008.1,7.9932966,16.56
20191004T2000,30.1792,0.0,40.0,1008.3,7.145796,14.4
20191004T2100,29.8892,0.0,40.0,1008.7,6.696387,12.959999
20191004T2200,29.5192,0.0,40.0,1008.7,6.28713,13.32
20191004T2300,29.0892,0.0,41.0,1008.6,6.0347,12.24
20191005T0000,28.659199,0.0,42.0,1008.7,6.0347,11.879999
20191005T0100,28.1992,0.0,43.0,1008.7,5.95906,11.879999
20191005T0200,27.6792,0.0,44.0,1008.3,5.95906,12.24
20191005T0300,27.159199,0.0,45.0,1008.0,5.8048253,12.959999
20191005T0400,26.649199,0.0,46.0,1008.4,6.696387,13.679999
20191005T0500,26.079199,0.0,48.0,1008.9,6.792466,13.32
20191005T0600,25.5092,0.0,50.0,1009.5,6.6185193,12.24
20191005T0700,25.829199,0.0,52.0,1009.7,6.162207,10.08
20191005T0800,28.0992,0.0,50.0,1010.3,4.32,9.72
20191005T0900,30.4592,0.0,42.0,1010.8,7.072878,10.440001
20191005T1000,32.2792,0.0,35.0,1010.6,11.592895,14.4
20191005T1100,33.4192,0.0,31.0,1010.0,13.979872,12.24
20191005T1200,34.2392,0.0,28.0,1009.3,13.551501,11.5199995
20191005T1300,34.8092,0.0,27.0,1008.6,13.237038,12.959999
20191005T1400,35.1292,0.0,26.0,1007.3,12.819235,11.879999
20191005T1500,35.1992,0.0,25.0,1006.4,11.983188,11.5199995
20191005T1600,34.9892,0.0,24.0,1006.5,11.592895,12.599999
20191005T1700,33.0092,0.0,31.0,1007.7,8.707237,12.959999
20191005T1800,32.1692,0.0,32.0,1008.2,7.5685663,11.879999
20191005T1900,31.6192,0.0,34.0,1008.6,5.154415,10.08
20191005T2000,30.9592,0.0,35.0,1009.2,4.0249224,9.72
20191005T2100,30.5492,0.0,36.0,1009.8,2.5959969,7.92
20191005T2200,30.159199,0.0,36.0,1009.8,1.609969,5.7599998
20191005T2300,29.979198,0.0,36.0,1009.8,2.1897945,4.32
20191006T0000,29.579199,0.0,37.0,1009.8,2.9024127,3.96
20191006T0100,29.1392,0.0,39.0,1010.0,3.6,3.96
20191006T0200,28.5292,0.0,40.0,1009.7,4.73506,5.04
20191006T0300,27.7892,0.0,42.0,1009.2,5.3517847,6.4799995
20191006T0400,27.0092,0.0,43.0,1009.2,5.95906,6.8399997
20191006T0500,26.329199,0.0,45.0,1009.5,6.0347,7.2
20191006T0600,25.899199,0.0,45.0,1009.8,6.924738,8.64
20191006T0700,25.8492,0.0,48.0,1010.2,7.208994,10.08
20191006T0800,27.7792,0.0,47.0,1010.8,4.379589,10.440001
20191006T0900,30.659199,0.0,38.0,1011.2,7.9526596,9.72
20191006T1000,32.7692,0.0,31.0,1010.8,10.08,13.32
20191006T1100,34.0992,0.0,25.0,1010.1,13.044722,10.08
20191006T1200,34.909203,0.0,23.0,1009.4,13.246826,10.799999
20191006T1300,35.4692,0.0,22.0,1008.6,12.031756,12.24
20191006T1400,35.7692,0.0,21.0,1007.4,11.090103,11.879999
20191006T1500,35.7792,0.0,20.0,1006.6,9.504272,10.799999
20191006T1600,35.4892,0.0,20.0,1006.7,8.78872,10.08
20191006T1700,33.179203,0.0,27.0,1007.6,6.4096174,11.159999
20191006T1800,32.6492,0.0,28.0,1008.2,3.8268526,7.2
20191006T1900,32.299202,0.0,29.0,1008.6,0.8049845,3.2399998
20191006T2000,32.0192,0.0,30.0,1009.3,1.5273507,1.08
20191006T2100,31.4392,0.0,31.0,1010.0,3.6,2.52
20191006T2200,30.8792,0.0,33.0,1009.9,4.829907,3.6
20191006T2300,30.169199,0.0,34.0,1009.7,5.5887027,5.3999996
20191007T0000,29.499199,0.0,36.0,1009.6,6.162207,7.92
20191007T0100,28.7692,0.0,38.0,1009.7,6.12,10.440001
20191007T0200,28.0292,0.0,40.0,1009.3,5.0528407,13.679999
20191007T0300,27.3492,0.0,42.0,1008.9,3.7585104,14.04
20191007T0400,26.7792,0.0,44.0,1009.1,1.4399999,9.36
20191007T0500,26.169199,0.0,47.0,1009.8,1.9386592,7.2
20191007T0600,25.399199,0.0,50.0,1010.6,4.510787,11.159999
20191007T0700,25.559198,0.0,51.0,1011.4,5.8048253,19.08
20191007T0800,27.6792,0.0,45.0,1012.2,11.659777,12.24
20191007T0900,30.1792,0.0,37.0,1012.8,18.014393,16.199999
20191007T1000,31.8892,0.0,34.0,1012.4,18.733839,15.4800005
20191007T1100,33.1992,0.0,30.0,1011.9,17.81909,15.119999
20191007T1200,34.1492,0.0,28.0,1011.3,16.24394,15.119999
20191007T1300,34.7792,0.0,26.0,1010.8,15.281989,14.759999
20191007T1400,35.049202,0.0,25.0,1009.7,15.034041,16.199999
20191007T1500,35.0192,0.0,24.0,1008.7,15.379206,17.28
20191007T1600,34.6492,0.0,23.0,1008.7,16.179985,20.880001
20191007T1700,32.639202,0.0,31.0,1009.6,9.290511,16.199999
20191007T1800,31.879198,0.0,32.0,1010.1,7.5942082,13.32
20191007T1900,31.399199,0.0,33.0,1010.4,6.6087217,13.32
20191007T2000,30.6292,0.0,35.0,1010.8,5.991594,12.959999
20191007T2100,29.9492,0.0,37.0,1011.3,6.1094027,12.599999
20191007T2200,29.3792,0.0,37.0,1011.0,6.297428,12.599999
20191007T2300,28.8692,0.0,38.0,1010.8,7.42159,13.679999
20191008T0000,28.2892,0.0,39.0,1010.7,7.968939,14.4
20191008T0100,27.6992,0.0,41.0,1010.6,7.8625183,14.759999
20191008T0200,27.059198,0.0,42.0,1010.3,7.771331,14.759999
20191008T0300,26.3492,0.0,44.0,1010.0,7.771331,15.119999
20191008T0400,25.6192,0.0,47.0,1010.3,7.8625183,15.119999
20191008T0500,24.9292,0.0,49.0,1011.0,7.771331,15.4800005
20191008T0600,24.2692,0.0,51.0,1011.5,7.2805495,14.04
20191008T0700,24.6292,0.0,52.0,1011.9,6.4799995,12.599999
20191008T0800,26.999199,0.0,49.0,1012.4,3.6,9.36
20191008T0900,29.6792,0.0,40.0,1012.8,4.3498964,9.36
20191008T1000,31.829199,0.0,33.0,1012.4,5.495161,6.12
20191008T1100,33.0992,0.0,27.0,1011.6,11.792404,11.879999
20191008T1200,33.729202,0.0,26.0,1010.8,10.948973,12.24
20191008T1300,34.229202,0.0,25.0,1010.2,9.885262,12.24
20191008T1400,34.4892,0.0,24.0,1009.2,9.255571,11.5199995
20191008T1500,34.5192,0.0,23.0,1008.3,8.905908,11.5199995
20191008T1600,34.2792,0.0,22.0,1008.2,7.8625183,11.159999
20191008T1700,32.499203,0.0,29.0,1009.2,3.2599385,6.12
20191008T1800,32.0192,0.0,30.0,1009.8,1.5273507,6.8399997
20191008T1900,31.6792,0.0,30.0,1010.1,2.52,2.16
20191008T2000,31.2792,0.0,31.0,1010.6,2.968636,2.52
20191008T2100,30.7992,0.0,32.0,1011.1,3.7064266,3.2399998
20191008T2200,30.159199,0.0,34.0,1011.0,4.39436,4.68
20191008T2300,29.4492,0.0,36.0,1010.8,4.8965297,5.04
20191009T0000,28.7192,0.0,38.0,1010.8,4.8965297,6.12
20191009T0100,28.0292,0.0,40.0,1010.9,4.5820518,7.2
20191009T0200,27.3492,0.0,42.0,1010.6,4.39436,7.2
20191009T0300,26.6792,0.0,43.0,1010.3,4.6800003,7.5599995
20191009T0400,26.0092,0.0,45.0,1010.7,5.506941,9.0
20191009T0500,25.3892,0.0,46.0,1011.4,6.5693827,9.72
20191009T0600,24.5392,0.0,49.0,1012.0,6.924738,11.5199995
20191009T0700,24.5092,0.0,52.0,1012.2,5.8603754,12.959999
20191009T0800,26.9292,0.0,50.0,1012.7,4.3498964,8.64
20191009T0900,29.4392,0.0,45.0,1013.0,8.404285,7.5599995
20191009T1000,31.5492,0.0,37.0,1012.5,7.289444,7.5599995
20191009T1100,32.6992,0.0,28.0,1011.7,3.0547013,5.3999996
20191009T1200,33.3792,0.0,26.0,1010.9,3.2599385,6.4799995
20191009T1300,33.8592,0.0,25.0,1010.0,3.671294,8.28
20191009T1400,34.089203,0.0,24.0,1008.8,4.510787,9.72
20191009T1500,34.069202,0.0,23.0,1007.7,5.3517847,10.799999
20191009T1600,33.819202,0.0,23.0,1007.6,5.3999996,11.159999
20191009T1700,31.989199,0.0,29.0,1008.9,2.7416782,9.0
20191009T1800,31.3892,0.0,31.0,1009.1,2.1897945,2.8799999
20191009T1900,30.9692,0.0,32.0,1009.3,3.219938,4.32
20191009T2000,30.5492,0.0,32.0,1009.8,5.1165614,6.8399997
20191009T2100,29.9492,0.0,33.0,1010.3,6.989936,8.28
20191009T2200,29.0892,0.0,35.0,1010.4,7.729527,10.08
20191009T2300,28.169199,0.0,38.0,1010.4,7.754637,10.799999
20191010T0000,27.229198,0.0,40.0,1010.4,7.69592,12.24
20191010T0100,26.2792,0.0,44.0,1010.4,7.5599995,13.32
20191010T0200,25.319199,0.0,48.0,1010.0,7.5685663,10.440001
20191010T0300,24.4692,0.0,52.0,1009.7,7.2359104,7.5599995
20191010T0400,23.729198,0.0,56.0,1010.1,7.208994,7.5599995
20191010T0500,23.0392,0.0,59.0,1010.8,6.8399997,18.0
20191010T0600,22.3692,0.0,63.0,1011.4,6.924738,18.359999
20191010T0700,22.999199,0.0,63.0,1011.6,5.6920996,6.4799995
20191010T0800,26.0892,0.0,56.0,1011.9,4.68,6.12
20191010T0900,28.909199,0.0,48.0,1012.3,6.696387,7.2
20191010T1000,31.2892,0.0,41.0,1012.0,4.5536795,5.7599998
20191010T1100,32.799202,0.0,27.0,1011.4,4.0249224,6.8399997
20191010T1200,33.4592,0.0,25.0,1010.6,5.154415,5.7599998
20191010T1300,33.9492,0.0,24.0,1010.0,6.12,6.4799995
20191010T1400,34.1992,0.0,23.0,1009.0,6.489992,7.2
20191010T1500,34.159203,0.0,23.0,1008.1,6.638072,7.5599995
20191010T1600,33.8792,0.0,24.0,1008.1,6.3690495,8.28
20191010T1700,31.819199,0.0,30.0,1008.6,3.096837,6.4799995
20191010T1800,31.2092,0.0,32.0,1009.0,3.319036,4.32
20191010T1900,30.829199,0.0,32.0,1009.2,4.8433046,6.4799995
20191010T2000,30.2592,0.0,33.0,1009.7,6.193674,7.5599995
20191010T2100,29.559198,0.0,35.0,1010.2,7.4128532,9.36
20191010T2200,28.6992,0.0,37.0,1010.3,7.42159,10.08
20191010T2300,27.809198,0.0,40.0,1010.2,7.172949,10.440001
20191011T0000,26.9692,0.0,42.0,1010.2,6.28713,10.08
20191011T0100,26.239199,0.0,45.0,1010.2,5.8048253,10.440001
20191011T0200,25.559198,0.0,47.0,1009.9,5.771239,11.159999
20191011T0300,24.8492,0.0,50.0,1009.7,5.7599998,11.879999
20191011T0400,24.1792,0.0,53.0,1010.0,6.12,12.959999
20191011T0500,23.5292,0.0,56.0,1010.6,6.4799995,14.04
20191011T0600,22.9492,0.0,58.0,1011.2,6.489992,15.119999
20191011T0700,23.7192,0.0,58.0,1011.5,5.4119864,6.12
20191011T0800,26.659199,0.0,51.0,1011.9,4.896529,12.24
20191011T0900,29.2692,0.0,44.0,1012.4,8.4963045,8.28
20191011T1000,31.1192,0.0,37.0,1011.9,5.1165614,7.5599995
20191011T1100,32.179203,0.0,29.0,1011.1,0.71999997,3.2399998
20191011T1200,32.8492,0.0,28.0,1010.3,1.835647,4.68
20191011T1300,33.3692,0.0,26.0,1009.7,2.968636,5.04
20191011T1400,33.6292,0.0,26.0,1008.5,4.2136917,6.12
20191011T1500,33.639202,0.0,26.0,1007.6,4.5536795,4.68
20191011T1600,33.3992,0.0,25.0,1007.5,4.6800003,4.68
20191011T1700,32.319202,0.0,29.0,1007.7,4.5536795,7.5599995
20191011T1800,31.7692,0.0,30.0,1007.9,3.2399998,4.32
20191011T1900,31.2892,0.0,31.0,1008.2,2.7416782,4.32
20191011T2000,30.729198,0.0,33.0,1008.9,3.0758414,5.3999996
20191011T2100,30.0392,0.0,34.0,1009.5,3.5455887,6.4799995
20191011T2200,29.3692,0.0,36.0,1009.5,3.0547013,5.7599998
20191011T2300,28.829199,0.0,37.0,1009.4,3.2399998,5.3999996
20191012T0000,28.3892,0.0,38.0,1009.3,4.0249224,6.12
20191012T0100,27.9692,0.0,40.0,1009.5,3.8268526,6.4799995
20191012T0200,27.5192,0.0,41.0,1009.2,3.319036,6.8399997
20191012T0300,27.149199,0.0,42.0,1008.9,2.0364676,6.4799995
20191012T0400,26.5392,0.0,44.0,1009.4,1.835647,6.12
20191012T0500,26.1092,0.0,45.0,1010.2,2.8799999,6.12
20191012T0600,25.4292,0.0,47.0,1010.9,4.0249224,6.4799995
20191012T0700,25.5192,0.0,48.0,1011.4,4.5536795,9.36
20191012T0800,27.309198,0.0,48.0,1012.2,2.6208394,6.4799995
20191012T0900,30.059198,0.0,39.0,1012.8,3.8939953,5.04
20191012T1000,31.9992,0.0,32.0,1012.7,5.1919937,7.2
20191012T1100,33.159203,0.0,28.0,1012.2,4.0249224,5.3999996
20191012T1200,34.0192,0.0,24.0,1011.6,7.0911775,7.92
20191012T1300,34.6192,0.0,22.0,1010.9,8.427383,9.72
20191012T1400,34.909203,0.0,21.0,1009.6,9.565437,11.159999
20191012T1500,34.9492,0.0,20.0,1008.6,10.028439,16.56
20191012T1600,34.6892,0.0,20.0,1008.5,10.041354,13.32
20191012T1700,32.799202,0.0,26.0,1009.4,8.759178,13.32
20191012T1800,31.859198,0.0,28.0,1009.7,7.771331,11.879999
20191012T1900,31.1192,0.0,30.0,1010.0,7.491114,13.32
20191012T2000,30.2792,0.0,31.0,1010.7,7.7043357,13.679999
20191012T2100,29.3892,0.0,34.0,1011.4,7.5170207,12.959999
20191012T2200,28.489199,0.0,37.0,1011.3,7.5942073,14.4
20191012T2300,27.7792,0.0,39.0,1011.1,7.5685663,13.679999
20191013T0000,27.2992,0.0,41.0,1010.9,6.638072,12.599999
20191013T0100,26.739199,0.0,44.0,1010.8,4.8965297,13.32
20191013T0200,26.409199,0.0,45.0,1010.3,3.4152596,11.5199995
20191013T0300,26.1892,0.0,45.0,1009.9,2.9024127,10.440001
20191013T0400,26.0992,0.0,45.0,1010.2,2.1897945,9.72
20191013T0500,25.8792,0.0,46.0,1010.8,2.5959969,10.440001
20191013T0600,25.569199,0.0,46.0,1011.2,3.319036,11.159999
20191013T0700,25.8392,0.0,47.0,1011.5,4.829907,11.879999
20191013T0800,27.7892,0.0,46.0,1012.0,4.510787,10.799999
20191013T0900,30.649199,0.0,36.0,1012.2,7.628263,12.24
20191013T1000,32.6092,0.0,30.0,1011.7,9.114471,10.799999
20191013T1100,34.0792,0.0,26.0,1010.9,7.5599995,10.08
20191013T1200,35.1192,0.0,23.0,1010.1,4.802999,9.0
20191013T1300,35.8092,0.0,21.0,1009.5,3.6,9.72
20191013T1400,36.139202,0.0,20.0,1008.5,4.896529,15.84
20191013T1500,36.1692,0.0,19.0,1007.6,4.829907,16.919998
20191013T1600,35.929203,0.0,19.0,1007.5,4.5820518,16.199999
20191013T1700,33.5592,0.0,25.0,1009.0,6.151683,11.879999
20191013T1800,33.049202,0.0,25.0,1009.5,6.830519,8.64
