location,Mumbai,Mumbai,Mumbai,Mumbai,Mumbai,Mumbai
20211015T1500,34.4483,0.0,46.0,1001.2,14.57889,14.04
20211015T1600,33.0283,0.0,53.0,1001.2,17.786331,18.359999
20211015T1700,31.8183,0.0,57.0,1001.8,17.610588,20.880001
20211015T1800,30.688301,0.0,61.0,1002.2,5.8603754,21.24
20211015T1900,30.4083,0.0,60.0,1002.6,8.64,19.08
20211015T2000,29.9883,0.0,61.0,1003.2,9.605998,18.359999
20211015T2100,29.3883,0.0,64.0,1003.7,9.0,23.039999
20211015T2200,28.6283,0.0,67.0,1004.0,7.968939,21.96
20211015T2300,27.8983,0.0,72.0,1003.6,7.42159,19.44
20201002T0000,26.3783,0.0,81.0,1008.2,6.379216,9.72
20201002T0100,26.0883,0.0,83.0,1007.8,5.0911684,8.28
20201002T0200,25.8383,0.0,84.0,1007.5,4.3349743,5.3999996
20201002T0300,25.6483,0.0,85.0,1007.1,3.2599385,5.3999996
20201002T0400,25.9983,0.0,84.0,1007.0,2.1897945,5.3999996
20201002T0500,26.1483,0.0,83.0,1007.5,1.8,5.04
20201002T0600,26.1283,0.0,84.0,1007.9,2.1897945,3.96
20201002T0700,26.8683,0.0,80.0,1008.9,2.1897945,4.68
20201002T0800,27.8483,0.0,74.0,1009.6,2.6208394,4.68
20201002T0900,28.9083,0.0,69.0,1010.2,4.198285,6.4799995
20201002T1000,29.1683,0.1,68.0,1010.0,6.830519,9.72
20201002T1100,29.4483,0.1,66.0,1009.3,10.587917,14.759999
20201002T1200,29.528301,0.1,66.0,1008.7,13.237039,12.959999
20201002T1300,29.4883,0.1,67.0,1008.2,14.654254,13.32
20201002T1400,29.2983,0.1,68.0,1007.7,15.496736,13.32
20201002T1500,28.6383,0.2,71.0,1007.2,15.683774,13.32
20201002T1600,28.2583,0.3,73.0,1007.1,15.077082,15.119999
20201002T1700,29.188301,0.0,70.0,1007.1,15.408671,14.4
20201002T1800,28.3783,0.0,74.0,1007.3,12.096214,14.04
20201002T1900,27.9283,0.0,78.0,1007.9,11.090103,12.599999
20201002T2000,27.6583,0.0,80.0,1008.6,9.793059,11.159999
20201002T2100,27.358301,0.0,82.0,1009.1,9.220499,10.08
20201002T2200,27.3383,0.1,83.0,1009.3,8.669949,10.440001
20201002T2300,26.8983,0.0,84.0,1008.6,8.4963045,9.72
20201003T0000,26.6183,0.0,85.0,1008.4,7.7879906,9.0
20201003T0100,26.3983,0.0,86.0,1007.9,7.42159,9.0
20201003T0200,26.2483,0.0,86.0,1007.5,6.8777895,8.28
20201003T0300,26.1483,0.0,86.0,1007.0,6.638072,8.28
20201003T0400,26.0783,0.0,87.0,1007.0,5.4833565,7.5599995
20201003T0500,26.2183,0.0,87.0,1007.4,5.771239,8.28
20201003T0600,26.2283,0.0,87.0,1007.7,5.7599998,9.72
20201003T0700,26.8983,0.0,85.0,1008.5,5.0528407,10.440001
20201003T0800,27.5883,0.2,80.0,1009.5,6.849467,8.28
20201003T0900,28.9283,0.1,73.0,1010.0,5.937272,9.36
20201003T1000,29.0383,0.2,71.0,1010.1,6.4096174,9.0
20201003T1100,29.3983,0.3,69.0,1009.5,8.287822,9.72
20201003T1200,30.6483,0.1,65.0,1009.0,10.315115,12.24
20201003T1300,30.9583,0.1,64.0,1008.1,10.495713,12.24
20201003T1400,30.3083,0.1,66.0,1007.5,10.829959,13.32
20201003T1500,29.938301,0.2,68.0,1007.0,12.496719,11.879999
20201003T1600,29.268301,0.3,71.0,1007.2,13.896187,11.5199995
20201003T1700,30.1783,0.0,70.0,1007.7,13.207634,13.679999
20201003T1800,29.0583,0.4,74.0,1008.5,12.074766,12.24
20201003T1900,28.6683,0.6,77.0,1008.9,9.793058,11.5199995
20201003T2000,28.1983,0.3,78.0,1009.4,9.885262,11.159999
20201003T2100,27.8283,0.0,79.0,1009.9,8.759178,10.08
20201003T2200,27.5983,0.0,80.0,1010.1,7.9526596,9.0
20201003T2300,27.3283,0.0,82.0,1009.8,7.5942073,8.28
20201004T0000,27.2083,0.0,84.0,1009.7,7.6367526,7.2
20201004T0100,27.3183,0.3,82.0,1009.5,8.473393,9.36
20201004T0200,27.028301,0.2,82.0,1009.0,8.427383,7.5599995
20201004T0300,26.6683,0.1,85.0,1008.6,8.587338,8.28
20201004T0400,26.7883,0.9,85.0,1008.6,8.435069,8.28
20201004T0500,26.778301,1.1,86.0,1009.3,7.928177,7.92
20201004T0600,26.688301,1.0,87.0,1009.6,7.42159,8.28
20201004T0700,27.2983,0.2,85.0,1010.6,7.69592,10.08
20201004T0800,27.6183,1.7,80.0,1011.4,9.007196,7.92
20201004T0900,27.7983,1.7,79.0,1012.0,8.669949,8.28
20201004T1000,27.9183,1.8,78.0,1011.8,7.42159,7.92
20201004T1100,27.9983,1.7,78.0,1010.9,5.6920996,6.8399997
20201004T1200,28.0983,1.7,77.0,1010.4,3.671294,6.12
20201004T1300,28.1783,1.5,77.0,1009.5,2.4149535,5.04
20201004T1400,28.358301,1.1,76.0,1008.7,4.198285,5.04
20201004T1500,28.3283,1.0,76.0,1007.9,5.95906,6.12
20201004T1600,28.1483,0.9,76.0,1007.9,7.9036193,9.0
20201004T1700,28.518301,0.0,74.0,1008.5,11.570515,11.5199995
20201004T1800,27.9783,0.0,76.0,1009.1,11.183201,10.799999
20201004T1900,27.4183,0.0,79.0,1009.6,10.105681,10.440001
20201004T2000,27.2083,0.0,81.0,1010.0,9.028754,9.36
20201004T2100,27.1583,0.0,82.0,1010.5,7.928178,9.36
20201004T2200,27.0583,0.0,82.0,1010.6,7.208994,7.92
20201004T2300,26.9083,0.0,82.0,1010.4,7.2805495,7.5599995
20201005T0000,26.4783,0.0,84.0,1010.2,7.69592,9.0
20201005T0100,26.2483,0.0,85.0,1009.9,7.6367526,9.0
20201005T0200,26.1283,0.0,86.0,1009.4,7.69592,9.72
20201005T0300,25.9783,0.0,86.0,1009.0,8.473393,10.440001
20201005T0400,25.8083,0.0,87.0,1008.9,8.825508,11.159999
20201005T0500,25.7483,0.0,87.0,1009.6,7.9932976,10.08
20201005T0600,25.768301,0.0,87.0,1009.9,7.2,10.08
20201005T0700,26.2183,0.0,84.0,1010.7,7.9526596,8.28
20201005T0800,26.8383,0.0,80.0,1011.3,8.209263,7.92
20201005T0900,27.438301,0.0,77.0,1011.8,8.891344,10.799999
20201005T1000,27.8783,0.0,75.0,1011.6,9.904906,10.799999
20201005T1100,28.1183,0.0,73.0,1010.9,10.703569,11.5199995
20201005T1200,28.4683,0.0,72.0,1010.3,12.10157,12.959999
20201005T1300,28.688301,0.0,71.0,1009.4,13.905509,14.4
20201005T1400,28.7283,0.0,71.0,1008.7,14.578888,15.4800005
20201005T1500,28.5483,0.0,72.0,1008.1,14.799459,14.759999
20201005T1600,28.2583,0.0,74.0,1008.0,14.458382,12.24
20201005T1700,29.6583,0.0,66.0,1007.7,11.013882,11.5199995
20201005T1800,28.7383,0.0,70.0,1008.2,9.227524,10.08
20201005T1900,28.1583,0.0,74.0,1008.7,8.217153,10.799999
20201005T2000,27.7183,0.0,76.0,1009.1,7.42159,9.72
20201005T2100,27.3483,0.0,79.0,1009.4,6.8777895,9.0
20201005T2200,26.9583,0.0,83.0,1009.5,5.6233797,7.92
20201005T2300,26.5883,0.0,85.0,1009.0,4.8965297,6.8399997
20201006T0000,26.3483,0.0,87.0,1008.8,3.7064266,6.12
20201006T0100,26.0883,0.0,89.0,1008.3,3.2599385,5.7599998
20201006T0200,25.8783,0.0,90.0,1007.8,3.6179552,5.3999996
20201006T0300,26.018301,0.0,89.0,1007.4,3.5455887,5.7599998
20201006T0400,26.0083,0.0,89.0,1007.7,3.6,4.32
20201006T0500,25.8483,0.0,89.0,1008.5,3.6,4.32
20201006T0600,25.5983,0.0,90.0,1009.2,4.0249224,5.7599998
20201006T0700,25.8083,0.0,90.0,1010.0,4.1046314,6.12
20201006T0800,26.2183,0.0,88.0,1010.7,4.379589,8.28
20201006T0900,27.0883,0.0,83.0,1011.2,4.0249224,6.8399997
20201006T1000,28.278301,0.0,77.0,1011.0,3.4152596,6.8399997
20201006T1100,30.1483,0.0,67.0,1010.1,4.8965297,8.64
20201006T1200,31.2083,0.0,62.0,1009.4,7.491114,11.879999
20201006T1300,31.4283,0.0,62.0,1008.8,11.113451,13.679999
20201006T1400,31.3283,0.0,61.0,1008.2,13.0447235,14.759999
20201006T1500,31.018301,0.0,62.0,1007.6,14.386494,14.04
20201006T1600,30.3483,0.0,65.0,1007.5,14.57889,14.4
20201006T1700,29.8983,0.0,68.0,1007.4,13.896187,12.959999
20201006T1800,28.7583,0.0,74.0,1007.9,12.096214,13.32
20201006T1900,28.1383,0.0,78.0,1008.3,11.119281,11.5199995
20201006T2000,27.8183,0.0,81.0,1008.7,9.83268,10.08
20201006T2100,27.5783,0.0,83.0,1009.2,8.311245,9.36
20201006T2200,27.3483,0.0,84.0,1009.3,8.12197,9.0
20201006T2300,27.0583,0.0,86.0,1009.0,8.049845,9.36
20201007T0000,26.8183,0.0,87.0,1008.9,6.924738,7.2
20201007T0100,27.2183,0.0,86.0,1008.7,5.937272,6.12
20201007T0200,27.1483,0.0,86.0,1008.5,5.154415,6.4799995
20201007T0300,26.7583,0.0,87.0,1008.3,5.692099,6.12
20201007T0400,26.7283,0.0,85.0,1008.6,6.3690495,6.8399997
20201007T0500,26.5483,0.0,86.0,1009.4,5.8048253,6.12
20201007T0600,26.6683,0.0,85.0,1009.9,6.0347,7.2
20201007T0700,27.1783,0.0,81.0,1010.7,6.87779,7.5599995
20201007T0800,28.1283,0.0,77.0,1011.5,5.8603754,8.28
20201007T0900,29.1383,0.0,73.0,1012.0,5.0142193,8.64
20201007T1000,30.4983,0.0,66.0,1011.7,3.96,7.92
20201007T1100,31.768301,0.0,59.0,1010.5,6.3690495,9.72
20201007T1200,32.5983,0.0,55.0,1009.7,10.805998,12.599999
20201007T1300,32.5483,0.0,57.0,1008.9,14.48972,15.119999
20201007T1400,31.8283,0.0,61.0,1008.4,15.807239,16.56
20201007T1500,31.2983,0.0,62.0,1007.8,14.982228,15.84
20201007T1600,30.8783,0.0,64.0,1007.7,13.584932,13.679999
20201007T1700,30.8483,0.0,65.0,1007.6,11.983188,13.679999
20201007T1800,29.2083,0.0,73.0,1008.1,11.592895,13.679999
20201007T1900,28.3983,0.0,78.0,1008.4,11.119281,15.119999
20201007T2000,28.0483,0.0,80.0,1008.7,10.086427,14.759999
20201007T2100,27.8083,0.0,82.0,1009.0,9.290511,11.159999
20201007T2200,27.4983,0.0,84.0,1009.2,7.7043357,10.08
20201007T2300,27.2283,0.0,86.0,1008.8,6.9153743,9.36
20201008T0000,27.3283,0.0,87.0,1008.7,7.145796,10.08
20201008T0100,27.2583,0.0,90.0,1008.4,7.127636,10.799999
20201008T0200,27.1483,0.0,88.0,1008.0,9.085988,11.879999
20201008T0300,27.2283,0.0,88.0,1007.7,8.534353,11.159999
20201008T0400,26.8683,0.0,89.0,1007.7,7.42159,9.72
20201008T0500,26.8483,0.0,91.0,1008.3,5.8603754,11.5199995
20201008T0600,26.7383,0.0,91.0,1008.7,5.8603754,11.5199995
20201008T0700,26.7983,0.0,90.0,1009.5,6.638072,10.440001
20201008T0800,27.1783,0.0,87.0,1010.2,6.130579,9.72
20201008T0900,28.0383,0.0,82.0,1010.6,2.8799999,7.92
20201008T1000,29.4783,0.0,76.0,1010.2,1.8,6.8399997
20201008T1100,31.0683,0.0,67.0,1009.2,7.208994,11.159999
20201008T1200,31.8283,0.0,65.0,1008.4,10.105681,12.959999
20201008T1300,32.0883,0.0,64.0,1007.6,12.287555,15.119999
20201008T1400,31.998299,0.0,65.0,1006.9,13.556282,18.0
20201008T1500,31.5083,0.0,67.0,1006.2,13.450708,16.919998
20201008T1600,30.7383,0.0,70.0,1006.1,12.313893,12.959999
20201008T1700,31.2283,0.0,62.0,1006.5,11.609651,12.959999
20201008T1800,30.0683,0.0,67.0,1006.9,10.163227,10.440001
20201008T1900,29.3183,0.0,70.0,1007.3,9.83268,9.72
20201008T2000,28.8283,0.0,74.0,1007.8,8.891344,10.440001
20201008T2100,28.5083,0.0,76.0,1008.3,8.049845,10.440001
20201008T2200,28.3483,0.0,77.0,1008.5,7.10031,9.0
20201008T2300,28.188301,0.0,79.0,1008.1,6.297428,8.64
20201009T0000,27.9183,0.0,85.0,1008.0,5.8048253,7.92
20201009T0100,27.9083,0.0,88.0,1007.7,6.989936,8.28
20201009T0200,27.7483,0.0,89.0,1007.4,6.9153743,8.64
20201009T0300,27.778301,0.0,90.0,1007.0,6.9153743,9.72
20201009T0400,27.7983,0.0,92.0,1007.0,5.1919937,9.0
20201009T0500,27.7483,0.0,92.0,1007.6,2.8116899,6.4799995
20201009T0600,27.7183,0.0,92.0,1007.8,1.08,5.04
20201009T0700,27.9083,0.0,90.0,1008.7,1.9386592,3.6
20201009T0800,28.3883,0.0,84.0,1009.7,3.4152596,4.68
20201009T0900,29.0383,0.0,81.0,1010.3,5.2416787,3.96
20201009T1000,30.8983,0.0,69.0,1009.8,7.386582,6.8399997
20201009T1100,32.0283,0.0,64.0,1009.0,9.387651,8.64
20201009T1200,32.728302,0.0,60.0,1008.4,11.503113,11.5199995
20201009T1300,32.9183,0.0,60.0,1007.7,13.202726,12.24
20201009T1400,32.7383,0.0,61.0,1007.2,13.138765,12.599999
20201009T1500,32.3083,0.0,64.0,1006.6,11.090103,10.799999
20201009T1600,31.4783,0.0,68.0,1006.6,10.315115,8.28
20201009T1700,31.4983,0.0,58.0,1006.3,12.313893,10.799999
20201009T1800,30.4083,0.0,62.0,1006.8,8.049845,9.0
20201009T1900,29.9083,0.0,63.0,1007.4,5.7599998,7.5599995
20201009T2000,29.5683,0.0,65.0,1008.0,5.154415,6.4799995
20201009T2100,29.1983,0.0,69.0,1008.7,5.8603754,6.12
20201009T2200,28.7183,0.0,76.0,1008.7,6.763786,5.7599998
20201009T2300,28.3183,0.1,82.0,1008.2,7.289444,6.4799995
20201010T0000,28.0683,0.2,84.0,1008.0,7.289444,7.92
20201010T0100,27.6483,0.1,88.0,1007.6,6.9247384,6.4799995
20201010T0200,27.3483,0.0,91.0,1007.3,6.489992,6.12
20201010T0300,27.268301,0.0,92.0,1006.9,6.12,6.12
20201010T0400,27.1783,0.0,92.0,1006.9,5.937272,6.4799995
20201010T0500,27.0383,0.0,91.0,1007.3,6.4799995,6.4799995
20201010T0600,26.9183,0.0,91.0,1007.5,7.5942073,6.8399997
20201010T0700,27.2183,0.0,89.0,1008.4,9.3669195,7.92
20201010T0800,27.6983,0.0,86.0,1009.2,9.72,7.92
20201010T0900,28.2983,0.0,82.0,1009.5,9.885262,7.92
20201010T1000,29.4083,0.0,76.0,1009.3,10.829958,9.0
20201010T1100,30.1483,0.0,72.0,1008.5,12.4811535,10.440001
20201010T1200,30.2883,0.0,72.0,1007.9,15.277749,13.32
20201010T1300,29.8483,0.0,73.0,1007.2,16.87398,14.759999
20201010T1400,29.3283,0.0,74.0,1006.9,17.0763,15.119999
20201010T1500,29.2483,0.0,74.0,1006.4,16.78156,15.119999
20201010T1600,28.9083,0.0,75.0,1006.3,16.575644,15.119999
20201010T1700,31.188301,0.0,65.0,1005.9,14.336861,11.879999
20201010T1800,30.1583,0.0,70.0,1006.4,11.480557,10.799999
20201010T1900,29.518301,0.0,74.0,1006.9,11.269782,10.440001
20201010T2000,28.9083,0.0,79.0,1007.3,11.27553,10.440001
20201010T2100,28.4083,0.0,84.0,1008.0,12.015589,10.440001
20201010T2200,28.0983,0.0,87.0,1008.3,13.004921,11.159999
20201010T2300,27.9183,0.0,89.0,1007.7,12.9249525,11.159999
20201011T0000,27.8983,0.0,87.0,1007.5,13.37825,12.24
20201011T0100,27.7183,0.0,88.0,1007.0,15.077082,14.4
20201011T0200,27.6283,0.0,83.0,1006.6,14.529915,13.32
20201011T0300,27.7383,0.0,81.0,1006.2,12.599998,11.5199995
20201011T0400,27.6483,0.0,81.0,1006.2,8.435069,9.0
20201011T0500,27.5683,0.0,81.0,1006.6,6.2145634,7.5599995
20201011T0600,27.438301,0.0,83.0,1006.7,7.342588,8.28
20201011T0700,28.0483,0.0,80.0,1007.3,8.825508,8.64
20201011T0800,28.938301,0.0,76.0,1008.0,9.114471,11.159999
20201011T0900,29.9983,0.0,70.0,1008.4,8.311245,10.799999
20201011T1000,30.9083,0.0,67.0,1008.2,9.659814,9.36
20201011T1100,31.528301,0.0,64.0,1007.1,13.755579,17.28
20201011T1200,31.438301,0.0,66.0,1006.5,18.374111,18.0
20201011T1300,31.2183,0.0,68.0,1005.6,19.201874,19.08
20201011T1400,30.9983,0.0,69.0,1004.9,17.072504,19.8
20201011T1500,30.6583,0.0,71.0,1004.1,15.315873,20.16
20201011T1600,30.1583,0.0,73.0,1004.0,12.594856,17.64
20201011T1700,29.7283,0.0,73.0,1004.3,13.202726,16.919998
20201011T1800,29.0083,0.0,76.0,1004.6,9.904906,16.199999
20201011T1900,28.8883,0.0,77.0,1005.1,8.287822,14.759999
20201011T2000,28.768301,0.0,78.0,1005.5,7.386582,14.04
20201011T2100,28.6383,0.0,80.0,1005.9,7.42159,13.32
20201011T2200,28.4083,0.0,82.0,1005.9,7.145796,10.440001
20201011T2300,28.3683,0.0,83.0,1005.4,6.638072,12.599999
20201012T0000,28.0783,0.0,83.0,1005.0,4.8965297,11.159999
20201012T0100,28.0583,0.0,81.0,1004.7,6.5693827,12.599999
20201012T0200,27.6983,0.0,81.0,1004.3,4.3349743,7.5599995
20201012T0300,27.2483,0.0,85.0,1003.9,2.7416782,6.8399997
20201012T0400,27.0783,0.0,86.0,1004.0,1.609969,3.6
20201012T0500,26.858301,0.0,88.0,1004.6,4.1046314,2.8799999
20201012T0600,26.7183,0.0,89.0,1005.0,3.7064266,2.16
20201012T0700,27.3983,0.0,86.0,1005.9,1.2979984,4.32
20201012T0800,28.2383,0.0,80.0,1006.4,2.5455842,5.7599998
20201012T0900,28.7883,0.0,74.0,1006.8,2.3051248,4.32
20201012T1000,29.4983,0.0,71.0,1006.5,4.510787,6.4799995
20201012T1100,30.2383,0.0,68.0,1005.4,6.5693827,9.36
20201012T1200,30.5783,0.0,65.0,1004.6,7.92,10.799999
20201012T1300,31.2183,0.0,64.0,1003.7,9.36,11.879999
20201012T1400,31.3383,0.0,65.0,1003.0,8.4042845,15.4800005
20201012T1500,31.0083,0.0,67.0,1002.3,8.209263,12.599999
20201012T1600,30.2183,0.4,71.0,1002.4,7.8625183,14.759999
20201012T1700,31.4183,0.0,56.0,1002.6,10.661107,12.24
20201012T1800,30.268301,0.0,62.0,1003.0,8.311245,12.599999
20201012T1900,29.528301,0.0,68.0,1003.6,6.8399997,10.08
20201012T2000,28.9983,0.0,73.0,1004.0,6.28713,9.0
20201012T2100,28.528301,0.0,80.0,1004.3,6.6185193,7.92
20201012T2200,28.1583,0.0,87.0,1004.4,6.6185193,6.8399997
20201012T2300,27.8483,0.0,88.0,1004.1,7.072878,7.5599995
20201013T0000,27.8683,0.0,88.0,1004.1,6.9899354,6.8399997
20201013T0100,27.6583,0.0,86.0,1003.8,6.489992,6.8399997
20201013T0200,27.4883,0.0,87.0,1003.6,5.8048253,6.8399997
20201013T0300,27.2583,0.0,86.0,1003.1,3.671294,6.12
20201013T0400,26.858301,0.0,88.0,1003.0,1.8,3.6
20201013T0500,26.938301,0.0,88.0,1003.6,3.8268526,7.2
20201013T0600,26.6683,0.0,87.0,1003.9,4.8433046,7.92
20201013T0700,27.0883,0.0,85.0,1004.8,5.1165614,6.4799995
20201013T0800,27.6583,0.0,82.0,1005.4,5.0142193,7.92
20201013T0900,28.4683,0.0,78.0,1006.0,5.4119864,5.7599998
20201013T1000,29.4983,0.0,73.0,1005.7,7.289445,9.36
20201013T1100,30.3283,0.0,70.0,1005.0,11.457958,12.959999
20201013T1200,30.7583,0.0,69.0,1004.4,14.480773,11.5199995
20201013T1300,30.8483,0.0,70.0,1003.7,15.807239,11.879999
20201013T1400,30.6683,0.0,72.0,1003.2,15.137133,15.4800005
20201013T1500,30.0783,0.0,75.0,1002.9,13.089354,14.4
20201013T1600,29.6183,0.0,74.0,1003.2,11.4862,9.0
20201013T1700,29.108301,0.0,78.0,1002.5,11.681987,10.440001
20201013T1800,28.4683,0.0,81.0,1003.3,9.339208,9.0
20201013T1900,28.1383,0.0,83.0,1004.1,9.693296,9.72
20201013T2000,27.858301,0.0,85.0,1004.4,9.793058,9.72
20201013T2100,27.5683,0.0,86.0,1004.9,10.390226,10.440001
20201013T2200,27.3283,0.0,87.0,1004.9,11.177405,11.879999
20201013T2300,27.2483,0.0,88.0,1004.5,11.966954,14.04
20201014T0000,27.3683,0.0,88.0,1004.2,11.043261,12.959999
20201014T0100,27.358301,0.0,88.0,1003.9,9.227524,11.5199995
20201014T0200,27.4583,0.0,87.0,1003.4,7.8954163,9.72
20201014T0300,27.4783,0.0,86.0,1003.0,7.172949,9.72
20201014T0400,27.4483,0.0,85.0,1003.2,5.815978,9.36
20201014T0500,27.5083,0.0,83.0,1004.0,4.3349743,7.5599995
20201014T0600,27.3083,0.0,85.0,1004.6,4.1046314,7.2
20201014T0700,27.5383,0.0,85.0,1005.5,6.489992,9.36
20201014T0800,27.9683,0.0,82.0,1006.0,7.9932966,8.64
20201014T0900,28.6683,0.0,78.0,1006.4,7.7043357,8.28
20201014T1000,29.5783,0.0,73.0,1006.0,6.4799995,7.2
20201014T1100,30.7983,0.0,68.0,1005.2,8.4963045,15.84
20201014T1200,31.5083,0.0,64.0,1004.5,10.703569,15.119999
20201014T1300,31.528301,0.0,65.0,1003.8,12.904882,14.04
20201014T1400,31.4483,0.0,65.0,1003.2,13.37825,14.04
20201014T1500,31.1483,0.0,65.0,1002.7,11.726277,13.679999
20201014T1600,29.768301,0.0,72.0,1002.8,10.028439,9.0
20201014T1700,29.8683,0.0,70.0,1002.6,10.315115,12.959999
20201014T1800,29.4883,0.0,72.0,1002.8,7.5942073,14.4
20201014T1900,29.1783,0.0,75.0,1003.2,6.2145634,15.4800005
20201014T2000,28.9083,0.0,79.0,1003.6,4.3498964,14.4
20201014T2100,28.7383,0.0,81.0,1004.1,1.08,14.759999
20201014T2200,28.4783,0.0,83.0,1004.1,3.9763298,10.799999
20201014T2300,28.1483,0.0,85.0,1003.7,2.5455842,1.8
20201015T0000,28.108301,0.0,86.0,1003.4,1.9386592,3.2399998
20201015T0100,27.9883,0.0,85.0,1003.1,2.5455842,4.32
20201015T0200,27.9283,0.0,85.0,1002.6,1.2979984,3.6
20201015T0300,27.7483,0.0,86.0,1002.1,1.609969,2.52
20201015T0400,27.5983,0.0,87.0,1001.9,2.3051248,2.52
20201015T0500,27.5483,0.0,88.0,1002.6,2.968636,2.52
20201015T0600,27.4183,0.0,89.0,1003.0,3.96,2.8799999
20201015T0700,28.0083,0.0,87.0,1003.8,5.3999996,5.3999996
20201015T0800,29.4583,0.4,78.0,1004.2,5.7599998,7.92
20201015T0900,30.0083,1.3,73.0,1004.6,4.2136917,5.7599998
20201015T1000,30.9283,0.4,68.0,1004.6,3.319036,15.4800005
20201015T1100,29.8883,1.1,73.0,1004.2,3.96,14.759999
20201015T1200,29.6683,1.8,73.0,1003.8,2.5959969,10.440001
20201015T1300,29.8083,1.0,72.0,1003.1,2.5455842,8.64
20201015T1400,30.0083,0.4,71.0,1002.1,3.563818,8.28
20201015T1500,30.1183,0.6,71.0,1001.3,5.8048253,9.72
20201015T1600,29.8683,1.2,72.0,1001.3,6.9247384,10.799999
20201015T1700,29.8183,0.0,70.0,1000.6,11.440978,18.72
