location,Mumbai,Mumbai,Mumbai,Mumbai,Mumbai,Mumbai
20201015T1800,29.5683,0.0,70.0,1001.2,9.885262,17.28
20201015T1900,29.3483,0.0,70.0,1001.5,10.137692,17.64
20201015T2000,29.0783,0.0,72.0,1001.8,10.739832,18.0
20201015T2100,28.6783,0.0,75.0,1002.3,12.783802,22.68
20201015T2200,27.8283,0.0,78.0,1002.5,12.181624,22.319998
20201015T2300,27.1183,0.0,81.0,1002.1,10.383987,15.4800005
20191002T0000,26.2983,0.0,83.0,1012.5,3.6,5.7599998
20191002T0100,26.1583,0.0,84.0,1012.1,4.379589,6.4799995
20191002T0200,25.9283,0.0,85.0,1011.7,4.379589,6.4799995
20191002T0300,25.7383,0.0,86.0,1011.4,5.2416787,7.5599995
20191002T0400,25.3883,0.0,88.0,1011.6,5.815978,7.92
20191002T0500,24.9883,0.0,90.0,1012.3,5.991594,8.28
20191002T0600,24.5683,0.0,93.0,1012.8,5.904439,7.5599995
20191002T0700,25.0083,0.0,91.0,1013.5,6.1305785,6.8399997
20191002T0800,26.0083,0.0,87.0,1014.0,6.439876,6.4799995
20191002T0900,26.9883,0.0,81.0,1014.6,5.1544156,7.2
20191002T1000,27.938301,0.0,76.0,1014.6,3.8773184,6.8399997
20191002T1100,28.7283,0.0,71.0,1014.0,5.0142193,8.64
20191002T1200,29.2383,0.0,70.0,1013.4,7.5685663,9.72
20191002T1300,29.5583,0.0,67.0,1012.7,8.311245,10.440001
20191002T1400,29.6483,0.0,66.0,1012.1,8.905908,11.159999
20191002T1500,29.4683,0.0,66.0,1011.4,9.227524,11.5199995
20191002T1600,29.0783,0.0,68.0,1011.2,9.178235,11.879999
20191002T1700,28.3483,0.0,73.0,1011.1,12.819235,12.959999
20191002T1800,27.4783,0.0,78.0,1011.4,9.1641035,12.24
20191002T1900,26.938301,0.0,82.0,1011.8,7.8954163,10.440001
20191002T2000,26.4983,0.0,86.0,1012.2,6.696387,9.0
20191002T2100,26.188301,0.0,88.0,1012.8,5.634891,7.2
20191002T2200,25.9583,0.0,89.0,1013.0,4.5536795,5.7599998
20191002T2300,25.7283,0.0,89.0,1012.5,4.0249224,5.04
20191003T0000,25.5583,0.0,90.0,1012.3,3.6,4.32
20191003T0100,25.2583,0.0,91.0,1011.8,3.6179552,4.68
20191003T0200,24.9183,0.0,92.0,1011.2,3.7585104,5.3999996
20191003T0300,24.5683,0.0,94.0,1010.6,3.7064266,4.68
20191003T0400,24.2283,0.0,96.0,1010.6,4.072935,5.04
20191003T0500,23.9983,0.0,96.0,1011.3,5.1919937,5.04
20191003T0600,23.7483,0.0,96.0,1011.8,5.4833565,5.3999996
20191003T0700,24.0683,0.0,94.0,1012.6,4.802999,5.04
20191003T0800,25.2583,0.0,90.0,1013.1,4.0249224,5.3999996
20191003T0900,26.7983,0.0,83.0,1013.6,3.096837,5.04
20191003T1000,28.1483,0.0,74.0,1013.4,2.9024127,3.96
20191003T1100,29.2583,0.0,69.0,1012.6,5.692099,5.7599998
20191003T1200,29.9083,0.0,65.0,1011.9,9.028754,8.28
20191003T1300,30.278301,0.0,65.0,1011.3,10.137692,8.28
20191003T1400,30.2583,0.0,65.0,1010.7,11.726277,9.0
20191003T1500,29.9283,0.0,67.0,1010.2,13.237039,10.799999
20191003T1600,29.2283,0.0,71.0,1010.1,14.168641,12.959999
20191003T1700,28.7383,0.0,75.0,1010.1,14.003028,13.32
20191003T1800,27.5883,0.0,81.0,1010.6,12.475961,13.32
20191003T1900,26.9683,0.0,85.0,1011.3,11.212135,12.959999
20191003T2000,26.6583,0.0,87.0,1011.8,9.931042,13.679999
20191003T2100,26.3683,0.0,88.0,1012.3,8.435069,12.959999
20191003T2200,26.0983,0.0,90.0,1012.4,8.287822,11.879999
20191003T2300,25.8283,0.0,91.0,1012.0,7.9036193,7.5599995
20191004T0000,25.5683,0.0,92.0,1011.9,7.5170207,7.92
20191004T0100,25.268301,0.0,94.0,1011.4,7.69592,9.0
20191004T0200,24.9883,0.0,93.0,1011.1,6.87779,12.599999
20191004T0300,24.7083,0.0,93.0,1010.8,6.8399997,12.959999
20191004T0400,24.4783,0.0,94.0,1011.1,6.489992,12.959999
20191004T0500,24.5983,0.0,93.0,1012.3,5.04,6.8399997
20191004T0600,24.778301,0.0,93.0,1013.0,4.32,6.4799995
20191004T0700,25.3783,0.0,91.0,1013.5,4.802999,10.440001
20191004T0800,26.0383,0.0,86.0,1013.6,6.6185193,8.64
20191004T0900,26.7283,0.0,83.0,1013.8,6.6185193,7.2
20191004T1000,27.858301,0.0,77.0,1013.6,4.1046314,3.6
20191004T1100,28.8183,0.0,71.0,1012.9,2.3051248,2.52
20191004T1200,29.608301,0.0,68.0,1012.2,5.1544156,5.3999996
20191004T1300,30.1283,0.0,66.0,1011.3,7.5942073,6.4799995
20191004T1400,30.2583,0.0,66.0,1010.5,9.0645685,7.92
20191004T1500,30.018301,0.0,67.0,1009.7,11.013882,9.36
20191004T1600,29.4583,0.0,70.0,1009.6,12.303366,10.440001
20191004T1700,28.8683,0.0,72.0,1010.1,10.739832,9.36
20191004T1800,27.9183,0.0,77.0,1010.7,8.913181,11.159999
20191004T1900,27.2883,0.0,83.0,1011.0,9.178235,12.599999
20191004T2000,26.8483,0.0,87.0,1011.1,9.178235,12.24
20191004T2100,26.4783,0.0,89.0,1011.4,8.435069,7.5599995
20191004T2200,26.1783,0.0,90.0,1011.5,8.404285,6.4799995
20191004T2300,25.8883,0.0,90.0,1011.3,7.8954163,6.12
20191005T0000,25.688301,0.0,90.0,1011.1,7.2,9.36
20191005T0100,25.5083,0.0,91.0,1010.7,6.9247384,6.4799995
20191005T0200,25.3283,0.0,92.0,1010.1,7.289444,6.8399997
20191005T0300,25.0883,0.0,92.0,1009.7,7.6367526,11.159999
20191005T0400,25.1283,0.0,92.0,1009.7,8.28,11.879999
20191005T0500,24.8383,0.0,93.0,1010.3,7.9932976,13.32
20191005T0600,24.4283,0.0,95.0,1010.8,8.311245,13.679999
20191005T0700,25.0483,0.0,92.0,1011.5,7.729527,12.959999
20191005T0800,26.0383,0.0,89.0,1011.8,8.587338,12.599999
20191005T0900,26.1283,0.0,88.0,1011.9,7.729527,8.64
20191005T1000,27.5583,0.0,81.0,1011.7,6.6185193,7.92
20191005T1100,29.018301,0.0,72.0,1010.9,4.3349743,6.12
20191005T1200,30.0483,0.0,67.0,1010.3,3.219938,5.7599998
20191005T1300,30.5983,0.0,64.0,1009.6,3.6,7.92
20191005T1400,30.8783,0.0,63.0,1008.8,5.4833565,8.64
20191005T1500,30.8083,0.0,63.0,1008.1,7.24486,10.08
20191005T1600,30.3283,0.0,65.0,1007.9,8.78872,11.879999
20191005T1700,29.7283,0.0,69.0,1008.9,9.1641035,10.440001
20191005T1800,28.6983,0.0,75.0,1009.6,8.587338,9.72
20191005T1900,27.8983,0.0,83.0,1010.2,9.021574,10.799999
20191005T2000,27.4583,0.0,86.0,1010.6,9.19939,14.04
20191005T2100,27.1783,0.0,88.0,1011.0,8.669949,14.4
20191005T2200,26.9483,0.0,89.0,1011.2,8.587338,15.119999
20191005T2300,26.6583,0.0,90.0,1011.0,7.8954163,15.4800005
20191006T0000,26.3883,0.0,92.0,1011.0,6.2145634,13.32
20191006T0100,26.1783,0.0,93.0,1010.6,4.68,11.159999
20191006T0200,25.9583,0.0,94.0,1010.2,3.7585104,8.64
20191006T0300,26.0383,0.0,93.0,1009.7,4.32,7.92
20191006T0400,25.7183,0.0,93.0,1009.4,4.6938252,8.28
20191006T0500,25.4583,0.0,94.0,1010.1,5.04,10.799999
20191006T0600,25.268301,0.0,94.0,1010.5,5.04,10.799999
20191006T0700,26.1983,0.0,91.0,1011.2,5.7599998,11.879999
20191006T0800,27.1683,0.0,87.0,1011.6,6.489992,8.28
20191006T0900,27.9983,0.0,85.0,1011.8,6.379216,7.5599995
20191006T1000,28.0683,0.0,82.0,1011.6,6.792466,7.5599995
20191006T1100,29.268301,0.0,75.0,1011.1,7.386582,8.28
20191006T1200,29.8483,0.0,73.0,1010.7,8.209263,8.64
20191006T1300,30.358301,0.0,70.0,1010.1,7.8954163,8.64
20191006T1400,30.4483,0.0,69.0,1009.6,7.968939,9.36
20191006T1500,30.1583,0.0,69.0,1009.1,8.225035,9.0
20191006T1600,29.778301,0.0,70.0,1009.1,7.5942082,8.64
20191006T1700,29.7383,0.0,69.0,1009.2,6.193674,7.92
20191006T1800,28.9883,0.0,70.0,1009.8,5.6233797,7.2
20191006T1900,28.4483,0.0,76.0,1010.6,5.3999996,7.92
20191006T2000,27.9583,0.0,81.0,1011.0,5.3999996,7.92
20191006T2100,27.5883,0.0,85.0,1011.4,5.904439,8.64
20191006T2200,27.2983,0.0,87.0,1011.6,5.8603754,9.36
20191006T2300,27.0883,0.0,88.0,1011.4,5.904439,5.7599998
20191007T0000,26.9283,0.0,88.0,1011.2,5.3517847,9.0
20191007T0100,26.7383,0.0,88.0,1010.8,4.68,9.0
20191007T0200,26.4783,0.0,89.0,1010.3,4.379589,8.64
20191007T0300,26.2283,0.0,90.0,1009.8,3.8773184,6.8399997
20191007T0400,25.8983,0.0,92.0,1009.8,4.829907,8.64
20191007T0500,25.608301,0.0,93.0,1010.5,5.1919937,9.36
20191007T0600,25.3383,0.0,93.0,1011.2,4.6102495,8.64
20191007T0700,26.0483,0.0,91.0,1012.1,3.6,7.5599995
20191007T0800,27.6983,0.0,81.0,1012.6,3.396233,6.4799995
20191007T0900,29.2283,0.0,73.0,1012.7,4.32,7.2
20191007T1000,30.3483,0.0,68.0,1012.4,3.671294,6.4799995
20191007T1100,31.028301,0.0,64.0,1011.8,2.8116899,5.7599998
20191007T1200,31.4683,0.0,62.0,1011.4,3.7585104,6.4799995
20191007T1300,31.6683,0.0,62.0,1010.6,5.3517847,8.28
20191007T1400,30.6583,0.0,65.0,1009.9,8.217153,12.599999
20191007T1500,30.858301,0.0,66.0,1009.4,11.304229,15.84
20191007T1600,30.2083,0.0,69.0,1009.3,13.746156,14.04
20191007T1700,29.9783,0.0,70.0,1009.9,11.753876,13.32
20191007T1800,29.0383,0.0,75.0,1010.7,10.948973,12.959999
20191007T1900,28.3683,0.0,81.0,1011.1,11.212135,14.759999
20191007T2000,28.0883,0.0,83.0,1011.3,10.514218,15.119999
20191007T2100,27.768301,0.0,85.0,1011.6,9.19939,18.72
20191007T2200,27.4283,0.0,87.0,1011.7,8.225035,18.0
20191007T2300,27.1283,0.0,89.0,1011.2,7.42159,16.919998
20191008T0000,26.9283,0.0,90.0,1011.0,6.5693827,15.84
20191008T0100,26.6983,0.0,91.0,1010.6,6.4799995,15.84
20191008T0200,26.4583,0.0,93.0,1010.1,6.162207,15.84
20191008T0300,26.4683,0.2,94.0,1009.9,4.379589,14.04
20191008T0400,26.608301,1.0,93.0,1010.1,5.692099,14.04
20191008T0500,26.4883,0.7,91.0,1010.8,6.924738,14.4
20191008T0600,26.1183,0.0,92.0,1011.2,6.379216,15.4800005
20191008T0700,26.7383,0.0,91.0,1012.0,5.8048253,14.759999
20191008T0800,27.938301,0.0,85.0,1012.4,5.00128,9.36
20191008T0900,28.3083,0.6,82.0,1012.6,3.4152596,8.28
20191008T1000,29.1383,0.4,75.0,1012.2,1.1384199,6.4799995
20191008T1100,30.1583,0.0,71.0,1011.4,1.9386592,4.68
20191008T1200,30.7283,0.0,68.0,1010.8,1.5273507,5.04
20191008T1300,30.858301,0.0,65.0,1010.0,1.609969,6.8399997
20191008T1400,31.1183,0.0,65.0,1009.4,3.319036,8.64
20191008T1500,30.1383,0.0,67.0,1009.0,5.692099,9.72
20191008T1600,30.4083,0.0,67.0,1009.1,7.491114,10.440001
20191008T1700,31.0583,0.0,68.0,1008.6,10.703569,11.879999
20191008T1800,29.7983,0.0,78.0,1009.3,9.931042,12.599999
20191008T1900,29.2083,0.0,81.0,1009.9,8.669949,11.879999
20191008T2000,28.9283,0.0,83.0,1010.1,7.2,13.679999
20191008T2100,28.7383,0.0,84.0,1010.6,5.692099,11.159999
20191008T2200,28.6983,0.0,85.0,1010.9,4.3349743,9.36
20191008T2300,28.3983,0.0,86.0,1010.3,4.3498964,11.879999
20191009T0000,28.0583,0.0,88.0,1009.9,4.1046314,13.679999
20191009T0100,27.8483,0.0,89.0,1009.5,4.1046314,13.679999
20191009T0200,27.6583,0.0,91.0,1009.1,2.5959969,7.5599995
20191009T0300,27.4983,0.0,93.0,1008.9,1.9386592,5.04
20191009T0400,27.4283,0.0,93.0,1009.0,0.8049845,3.2399998
20191009T0500,27.5583,0.5,93.0,1010.0,3.4152596,7.2
20191009T0600,27.4883,2.9,88.0,1011.1,9.36,12.24
20191009T0700,27.0083,0.7,84.0,1011.5,9.673221,11.879999
20191009T0800,27.6983,0.0,81.0,1011.6,9.085988,10.440001
20191009T0900,28.7483,0.0,77.0,1011.4,8.534353,9.72
20191009T1000,29.9283,0.0,72.0,1011.1,7.8954163,10.440001
20191009T1100,30.7983,0.0,69.0,1010.7,7.628263,10.08
20191009T1200,31.0483,0.0,69.0,1010.5,7.9526596,8.28
20191009T1300,30.6483,0.1,68.0,1009.7,7.928178,7.92
20191009T1400,29.9783,0.0,68.0,1009.2,7.5942073,8.28
20191009T1500,29.5483,0.0,69.0,1008.4,6.162207,7.2
20191009T1600,29.4683,0.0,70.0,1008.5,5.4833565,6.4799995
20191009T1700,31.0883,0.3,62.0,1008.5,4.198285,6.12
20191009T1800,30.1383,0.0,75.0,1009.0,2.9024127,4.68
20191009T1900,29.3683,0.0,84.0,1009.5,1.08,3.6
20191009T2000,29.3283,0.0,79.0,1009.6,0.71999997,2.8799999
20191009T2100,29.028301,0.0,83.0,1009.9,2.52,3.6
20191009T2200,28.5083,0.0,88.0,1010.2,7.6367526,5.3999996
20191009T2300,27.9183,0.0,88.0,1010.0,9.360001,8.64
20191010T0000,27.6583,0.0,85.0,1009.8,8.161764,8.64
20191010T0100,27.4683,0.0,84.0,1009.4,6.439876,7.5599995
20191010T0200,27.3883,0.0,84.0,1009.0,5.2416787,5.7599998
20191010T0300,27.438301,0.1,83.0,1008.6,4.1046314,4.68
20191010T0400,27.358301,2.0,85.0,1008.9,5.0911684,7.92
20191010T0500,27.3883,4.2,86.0,1010.0,6.763786,9.36
20191010T0600,27.0883,3.7,87.0,1010.7,7.9526596,12.24
20191010T0700,26.5883,2.0,90.0,1011.4,8.311245,11.159999
20191010T0800,26.6983,0.8,89.0,1011.9,10.028439,11.879999
20191010T0900,26.6783,2.3,86.0,1012.0,12.10157,13.32
20191010T1000,27.2583,0.4,83.0,1011.9,10.883676,12.959999
20191010T1100,27.6983,0.0,79.0,1011.6,10.440001,13.679999
20191010T1200,28.0483,0.0,78.0,1011.1,10.041354,13.679999
20191010T1300,28.9083,0.0,75.0,1010.3,9.504273,12.599999
20191010T1400,29.4083,0.0,72.0,1009.5,10.24578,13.32
20191010T1500,29.7083,0.0,70.0,1008.9,9.178235,11.5199995
20191010T1600,29.6583,0.0,70.0,1008.8,6.87779,10.799999
20191010T1700,30.1483,0.0,72.0,1008.6,9.007196,6.4799995
20191010T1800,29.0783,0.0,78.0,1009.1,7.928178,6.12
20191010T1900,28.4983,0.0,81.0,1009.8,6.849467,5.04
20191010T2000,28.0883,0.0,85.0,1010.3,6.2145634,7.5599995
20191010T2100,27.8183,0.0,87.0,1010.9,6.489992,7.92
20191010T2200,27.6683,0.0,88.0,1010.9,5.3517847,3.6
20191010T2300,27.6683,0.0,87.0,1010.4,3.8939953,3.2399998
20191011T0000,27.6483,0.0,86.0,1010.3,3.8939953,5.04
20191011T0100,27.528301,0.0,86.0,1010.2,5.3517847,6.8399997
20191011T0200,27.4483,0.0,86.0,1009.8,5.3517847,5.7599998
20191011T0300,27.4783,0.3,84.0,1009.4,4.3349743,5.3999996
20191011T0400,27.3283,1.6,85.0,1009.4,3.563818,2.8799999
20191011T0500,27.3183,0.1,82.0,1010.1,1.609969,1.8
20191011T0600,27.3283,0.2,82.0,1010.6,1.9386592,3.2399998
20191011T0700,27.5683,0.1,82.0,1011.1,1.2979984,6.4799995
20191011T0800,27.7383,1.4,82.0,1011.6,2.1897945,5.3999996
20191011T0900,27.688301,1.5,80.0,1011.9,3.6179552,6.4799995
20191011T1000,27.6783,0.7,79.0,1012.0,4.6938252,7.92
20191011T1100,27.7383,0.6,78.0,1011.4,3.396233,7.92
20191011T1200,28.0083,0.1,77.0,1010.7,3.563818,8.64
20191011T1300,28.268301,0.1,74.0,1010.0,5.3517847,9.36
20191011T1400,28.9083,0.1,72.0,1009.3,6.3690495,10.08
20191011T1500,29.5683,0.0,70.0,1008.7,6.638072,9.72
20191011T1600,29.5583,0.0,68.0,1008.5,6.439876,9.36
20191011T1700,29.6983,0.0,74.0,1008.6,8.427383,10.799999
20191011T1800,28.688301,0.0,79.0,1009.0,8.28,6.4799995
20191011T1900,28.1583,0.0,83.0,1009.5,7.6367526,5.7599998
20191011T2000,27.8083,0.0,86.0,1010.0,7.072878,5.3999996
20191011T2100,27.6183,0.0,86.0,1010.5,5.95906,4.32
20191011T2200,27.5383,0.0,86.0,1010.6,5.315336,4.32
20191011T2300,27.4583,0.0,86.0,1010.3,5.0911684,3.96
20191012T0000,27.4083,0.0,86.0,1010.1,5.00128,3.96
20191012T0100,27.268301,0.0,86.0,1009.6,5.2416787,6.4799995
20191012T0200,27.1383,0.0,85.0,1009.1,2.968636,3.2399998
20191012T0300,26.9983,0.0,85.0,1008.8,1.2979984,4.32
20191012T0400,26.8783,0.0,85.0,1009.1,1.9386592,5.3999996
20191012T0500,26.8483,0.0,85.0,1009.8,0.5091169,3.2399998
20191012T0600,26.7283,0.0,85.0,1010.4,1.1384199,0.35999998
20191012T0700,27.018301,0.0,86.0,1011.1,1.8,4.32
20191012T0800,27.2083,2.1,84.0,1012.1,2.5455842,6.12
20191012T0900,28.108301,0.2,78.0,1012.4,1.8,6.12
20191012T1000,28.4283,0.2,77.0,1012.5,4.379589,7.5599995
20191012T1100,29.3683,0.3,71.0,1012.0,5.1544156,9.0
20191012T1200,29.1483,0.3,71.0,1011.7,6.0347,10.08
20191012T1300,29.7283,0.1,67.0,1010.9,4.5536795,8.28
20191012T1400,30.1783,0.1,66.0,1010.0,4.5536795,8.64
20191012T1500,30.8383,0.0,64.0,1009.1,4.73506,9.0
20191012T1600,30.2283,0.0,65.0,1009.0,4.0249224,9.0
20191012T1700,29.8783,0.0,75.0,1008.7,11.440979,11.879999
20191012T1800,28.6183,0.0,81.0,1009.4,10.703569,11.879999
20191012T1900,28.0583,0.0,83.0,1010.1,9.83268,12.599999
20191012T2000,27.7983,0.0,85.0,1010.8,7.729527,13.679999
20191012T2100,27.688301,0.0,85.0,1011.5,5.95906,8.28
20191012T2200,27.778301,0.0,84.0,1011.6,3.7064266,7.5599995
20191012T2300,27.6683,0.0,84.0,1011.1,1.4399999,5.7599998
20191013T0000,27.528301,0.0,85.0,1010.8,1.4399999,4.68
20191013T0100,27.4483,0.0,86.0,1010.1,0.35999998,1.8
20191013T0200,27.278301,0.0,86.0,1009.7,0.5091169,3.2399998
20191013T0300,27.1283,0.0,87.0,1009.6,1.2979984,5.7599998
20191013T0400,26.8983,0.0,89.0,1009.6,0.8049845,7.2
20191013T0500,26.7883,0.0,90.0,1010.3,0.8049845,1.8
20191013T0600,26.4183,0.0,94.0,1010.9,2.2768397,1.4399999
20191013T0700,26.7483,0.0,93.0,1011.8,2.8116899,3.2399998
20191013T0800,27.4283,0.0,91.0,1012.2,2.4149535,3.96
20191013T0900,28.4683,0.0,86.0,1012.8,3.0547013,5.3999996
20191013T1000,27.9583,0.1,85.0,1012.7,6.696387,5.3999996
20191013T1100,29.3883,0.0,80.0,1012.0,9.0,7.5599995
20191013T1200,30.0383,0.0,74.0,1011.4,7.771331,9.36
20191013T1300,30.268301,0.0,73.0,1010.5,5.0911684,9.72
20191013T1400,30.7983,0.0,69.0,1009.7,6.1305785,10.08
20191013T1500,30.9483,0.0,68.0,1009.1,6.3690495,10.799999
20191013T1600,30.778301,0.0,69.0,1009.5,3.6,7.92
20191013T1700,31.028301,0.0,74.0,1009.1,10.44,14.759999
20191013T1800,29.2083,0.0,84.0,1010.0,10.990322,15.119999
20191013T1900,28.5883,0.0,87.0,1010.8,12.55879,15.4800005
20191013T2000,28.518301,0.0,87.0,1011.5,11.435313,15.84
20191013T2100,28.358301,0.0,89.0,1012.2,8.557102,12.24
20191013T2200,28.1683,0.0,90.0,1012.2,7.10031,10.440001
20191013T2300,27.9583,0.0,91.0,1011.7,5.6002855,10.799999
20191014T0000,27.8783,0.0,92.0,1011.5,3.396233,11.159999
20191014T0100,27.9083,0.0,93.0,1011.4,2.5959969,12.959999
20191014T0200,27.5783,0.0,95.0,1010.9,2.9024127,11.159999
20191014T0300,27.438301,0.0,96.0,1010.3,2.1897945,11.5199995
20191014T0400,27.3083,0.0,96.0,1010.3,2.0364676,6.4799995
20191014T0500,27.2183,0.0,96.0,1011.0,2.52,8.64
20191014T0600,26.8983,0.0,95.0,1011.3,3.2599385,8.64
20191014T0700,27.1783,0.0,92.0,1012.0,4.2136917,7.5599995
20191014T0800,27.8083,0.0,90.0,1012.5,5.154415,8.28
20191014T0900,28.9583,0.0,86.0,1013.1,1.8,5.7599998
20191014T1000,30.3983,0.0,78.0,1013.2,5.1919937,9.72
20191014T1100,30.9183,0.0,77.0,1012.5,4.3349743,9.72
20191014T1200,31.8183,0.0,70.0,1011.8,2.8799999,9.0
20191014T1300,32.4083,0.0,63.0,1010.7,3.7585104,9.36
20191014T1400,32.6883,0.0,59.0,1009.8,5.815978,10.440001
20191014T1500,32.6683,0.0,60.0,1009.0,8.654986,12.24
20191014T1600,31.6483,0.0,69.0,1008.7,12.313893,14.4
20191014T1700,29.6183,0.0,81.0,1009.9,16.92383,16.56
20191014T1800,28.7983,0.0,81.0,1009.9,15.629971,19.08
20191014T1900,28.278301,0.0,81.0,1010.3,14.57889,21.96
20191014T2000,27.9683,0.0,81.0,1010.8,12.7279215,21.96
20191014T2100,27.5683,0.0,83.0,1011.1,10.137692,22.68
20191014T2200,27.3083,0.0,84.0,1011.2,8.287822,21.599998
20191014T2300,27.1183,0.0,84.0,1010.6,6.489992,20.16
20191015T0000,27.1183,0.0,84.0,1010.2,4.802999,17.28
20191015T0100,27.0583,0.0,85.0,1009.7,4.510787,13.679999
20191015T0200,26.7883,0.0,87.0,1009.3,5.692099,10.799999
20191015T0300,26.2583,0.0,88.0,1009.1,6.830519,10.440001
20191015T0400,25.6383,0.0,89.0,1009.1,9.0,14.04
20191015T0500,25.0583,0.0,88.0,1009.6,10.163227,16.56
20191015T0600,24.4783,0.0,87.0,1010.3,9.339208,18.0
20191015T0700,24.8783,0.0,84.0,1011.1,9.178235,18.359999
20191015T0800,27.2583,0.0,79.0,1011.9,7.072878,15.4800005
20191015T0900,30.1983,0.0,68.0,1012.2,11.792404,19.44
20191015T1000,32.0883,0.0,64.0,1011.9,14.33234,18.359999
20191015T1100,33.3083,0.0,56.0,1011.2,11.841756,11.879999
20191015T1200,34.1083,0.0,46.0,1010.6,8.891344,10.799999
20191015T1300,34.4383,0.0,45.0,1010.0,4.39436,7.2
20191015T1400,34.5383,0.0,44.0,1009.2,1.5273507,7.92
20191015T1500,34.1883,0.0,48.0,1008.6,6.130579,14.759999
20191015T1600,32.8583,0.0,60.0,1008.3,10.8955765,15.4800005
20191015T1700,31.0783,0.0,70.0,1008.8,13.089354,18.72
20191015T1800,29.4883,0.0,78.0,1009.4,13.684735,18.72
20191015T1900,28.8883,0.0,80.0,1010.0,12.682018,17.64
20191015T2000,28.4983,0.0,82.0,1010.6,11.113451,16.199999
20191015T2100,27.9683,0.0,86.0,1011.1,8.647496,13.32
